OBJECTID,GEOID,STATE,COUNTY,TRACT,LOWMOD,LOWMODUNIV,LOWMODPCT,UCLMOD,UCLMODU,UCLMODPCT,Shape__Area,Shape__Length
14676,48439113520,48,439,113520,815.0,5105.0,15.96,,,,0.0001942621508987,0.0729520620103836
14677,48439113519,48,439,113519,1275.0,5590.0,22.81,,,,0.0002923140557413,0.0951997175767468
14716,48439111532,48,439,111532,2175.0,7645.0,28.45,,,,0.0004640873444259,0.103740138569408
14756,48439113221,48,439,113221,775.0,4245.0,18.26,,,,0.0002714408528845,0.0708754442119085
14757,48439110905,48,439,110905,925.0,4405.0,21.0,,,,0.0007396555160994,0.169180250381175
14758,48439105507,48,439,105507,835.0,6660.0,12.54,,,,0.0006611295600578,0.133811767958688
14759,48439111311,48,439,111311,370.0,5795.0,6.38,,,,0.0004202240450013,0.113423648485763
14770,48439114207,48,439,114207,1115.0,4980.0,22.39,,,,0.0036777472514586,0.350986491785624
14771,48439123100,48,439,123100,1885.0,2235.0,84.34,,,,0.0003804403961567,0.100819364844764
14772,48439101700,48,439,101700,1710.0,1920.0,89.06,,,,0.0003090819905082,0.0734442142861429
14773,48439111015,48,439,111015,525.0,2370.0,22.15,,,,0.0003216524305571,0.111246757335284
14778,48439103701,48,439,103701,3230.0,3860.0,83.68,,,,0.0001600141529252,0.0558914907837825
14779,48439113628,48,439,113628,1875.0,4035.0,46.47,,,,0.0002471347602295,0.0819947324213819
14780,48439113629,48,439,113629,1270.0,4005.0,31.71,,,,0.0002292905503509,0.0886670135703367
14781,48439113630,48,439,113630,1085.0,3930.0,27.61,,,,0.0001570673014157,0.0587417362012789
14787,48439111546,48,439,111546,1005.0,6705.0,14.99,,,,0.0004594013976202,0.1253036109311
14788,48439113109,48,439,113109,1640.0,3830.0,42.82,,,,0.0002423192411242,0.0725149582870132
14818,48439105403,48,439,105403,1640.0,5435.0,30.17,,,,0.0005315329792665,0.123230076656293
14819,48439106502,48,439,106502,915.0,2475.0,36.97,,,,0.0002372192445818,0.0716973401294197
14820,48439106503,48,439,106503,3165.0,5130.0,61.7,,,,0.0002697999118481,0.0708016659750691
14821,48439106507,48,439,106507,605.0,1850.0,32.7,,,,0.0001968220230992,0.0597069513309217
14822,48439111538,48,439,111538,1530.0,5545.0,27.59,,,,0.0002607976362014,0.0719323473064469
14823,48439111539,48,439,111539,1655.0,8405.0,19.69,,,,0.0004938981019222,0.096607190796446
14824,48439105510,48,439,105510,2430.0,7165.0,33.91,,,,0.0003704279047269,0.0900717443871111
14825,48439113909,48,439,113909,370.0,6680.0,5.54,,,,0.0008414273397647,0.13452773913794
14826,48439113910,48,439,113910,415.0,7090.0,5.85,,,,0.0026952390123824,0.244248025567453
14839,48439111204,48,439,111204,1575.0,5490.0,28.69,,,,0.0021309058520273,0.214567221097665
14840,48439111543,48,439,111543,3605.0,6780.0,53.17,,,,0.00019631243822,0.0590745920421373
14841,48439111544,48,439,111544,1935.0,7205.0,26.86,,,,0.0003604754326715,0.0753571412005775
14847,48439121704,48,439,121704,2535.0,3795.0,66.8,,,,0.0002035042127772,0.0684821612385817
14850,48439110805,48,439,110805,1960.0,5340.0,36.7,,,,0.0005399776985086,0.0964722888588175
14851,48439113920,48,439,113920,1015.0,5800.0,17.5,,,,0.0002347017577903,0.0635474951386146
14871,48439111505,48,439,111505,1385.0,4210.0,32.9,,,,0.0002410285505902,0.0663449979817066
14872,48439111514,48,439,111514,1775.0,6570.0,27.02,,,,0.0003394081466012,0.0840143207614766
14873,48439111516,48,439,111516,1900.0,5975.0,31.8,,,,0.0004179162076525,0.0827174484595355
14874,48439111521,48,439,111521,5430.0,8135.0,66.75,,,,0.0002580397331257,0.0646728222309991
14875,48439111522,48,439,111522,3545.0,7225.0,49.07,,,,0.0002498968003692,0.0633954540551775
14876,48439111523,48,439,111523,5305.0,8440.0,62.86,,,,0.0004596290275458,0.0949780782986065
14877,48439104604,48,439,104604,1960.0,2555.0,76.71,,,,0.0003201802815056,0.0916764767108299
14937,48439111540,48,439,111540,2130.0,6220.0,34.24,,,,0.0005878014271729,0.110883314797015
14938,48439111541,48,439,111541,1490.0,4180.0,35.65,,,,0.0001811673450902,0.062260092906176
14939,48439111542,48,439,111542,1565.0,6005.0,26.06,,,,0.0002391319060279,0.0650337563711561
14946,48439113213,48,439,113213,1065.0,2995.0,35.56,,,,0.0003525021118093,0.109487305714914
14947,48439113214,48,439,113214,1470.0,4565.0,32.2,,,,0.0002538092210215,0.070636116900511
14948,48439114103,48,439,114103,2270.0,16570.0,13.7,,,,0.0071074145637339,0.386950450605821
14957,48439111016,48,439,111016,1070.0,8120.0,13.18,,,,0.000756008713779,0.123793069515049
14958,48439111018,48,439,111018,605.0,2210.0,27.38,,,,0.0032427409200863,0.346248748918019
14959,48439105513,48,439,105513,1955.0,3395.0,57.58,,,,0.0001380908418013,0.0542795370171401
14983,48439113518,48,439,113518,2075.0,4825.0,43.01,,,,0.0001140489644058,0.0471804437914168
14984,48439105001,48,439,105001,3435.0,4805.0,71.49,,,,0.0006409419404462,0.112320659548495
14985,48439105006,48,439,105006,460.0,530.0,86.79,,,,0.0015346807920195,0.181689988162529
14986,48439106510,48,439,106510,1250.0,7915.0,15.79,,,,0.0008754321606829,0.118239883886981
15013,48439106514,48,439,106514,2255.0,5055.0,44.61,,,,0.0004250019749179,0.117104247433949
15031,48439113517,48,439,113517,1250.0,3610.0,34.63,,,,0.0001244254040102,0.0482943440162181
15032,48439113114,48,439,113114,1515.0,3725.0,40.67,,,,0.0011974435196862,0.148603592754282
15033,48439106518,48,439,106518,1085.0,2665.0,40.71,,,,0.0007537365811458,0.156199216472372
15054,48439105514,48,439,105514,1455.0,2475.0,58.79,,,,0.0002641798364493,0.076851195544208
15079,48439110101,48,439,110101,3930.0,7420.0,52.96,,,,0.0003330886313506,0.0847037457387074
15080,48439110102,48,439,110102,2410.0,3885.0,62.03,,,,0.0002844999492026,0.0913941639429793
15096,48439106515,48,439,106515,2710.0,4550.0,59.56,,,,0.000259115701283,0.0788966310523144
15097,48439111524,48,439,111524,4155.0,7570.0,54.89,,,,0.0003796358519139,0.0838178080491806
15098,48439106700,48,439,106700,1080.0,2200.0,49.09,,,,0.0016336211274392,0.182928026154855
15209,48439104505,48,439,104505,1820.0,2855.0,63.75,,,,0.0002648042479904,0.0807862562420943
15213,48439113808,48,439,113808,1830.0,6610.0,27.69,,,,0.0002915165639478,0.0744071843457002
15214,48439113809,48,439,113809,1815.0,4610.0,39.37,,,,0.0002395273593265,0.0783433362684849
15215,48439113810,48,439,113810,2145.0,4730.0,45.35,,,,0.0002692230029879,0.0885897665486794
15216,48439111103,48,439,111103,2515.0,3455.0,72.79,,,,0.0002650974397511,0.0853828894610806
15261,48439106509,48,439,106509,1450.0,4070.0,35.63,,,,0.0015964136684942,0.211504980379687
15282,48439111525,48,439,111525,2970.0,5560.0,53.42,,,,0.0005197746154408,0.106684568048833
15283,48439111530,48,439,111530,730.0,6190.0,11.79,,,,0.00048901256514,0.0966504985332785
15284,48439111531,48,439,111531,1120.0,4190.0,26.73,,,,0.0003345103066294,0.077422435434523
15285,48439111533,48,439,111533,1010.0,4970.0,20.32,,,,0.0003106922088136,0.0821180744032162
15395,48439980000,48,439,980000,,,0.0,,,,0.0043951487780304,0.374526956375144
15427,48439106511,48,439,106511,3125.0,6095.0,51.27,,,,0.0008457325186554,0.126725194702294
15514,48439106512,48,439,106512,2830.0,4930.0,57.4,,,,0.0002269887377224,0.0608399877290782
15515,48439106513,48,439,106513,1230.0,2875.0,42.78,,,,0.0002639086826548,0.0659546895101977
15518,48439106516,48,439,106516,3665.0,4600.0,79.67,,,,0.000174239683929,0.076008649729589
15519,48439106600,48,439,106600,1850.0,2565.0,72.12,,,,0.0003476415927252,0.0873360700343861
15522,48439121604,48,439,121604,2825.0,5065.0,55.77,,,,0.0002958624604616,0.109024748564557
15523,48439111402,48,439,111402,1360.0,6250.0,21.76,,,,0.0003445472830208,0.0783967841367516
15555,48439106517,48,439,106517,3195.0,7260.0,44.01,,,,0.0009592786173016,0.210165840696652
15617,48439111534,48,439,111534,895.0,6135.0,14.59,,,,0.0003249365652209,0.0924739841894391
68767,48439113929,48,439,113929,670.0,8585.0,7.8,,,,0.0004089153994755,0.0911650103275284
68771,48439113405,48,439,113405,2705.0,5835.0,46.36,,,,0.0004336585320743,0.0889867095158425
