OBJECTID,GEOID,STATE,COUNTY,TRACT,NAME,CNTY_FIPS,EACODE,EANAME,B08013EST1,B08013_AVG_TTW,B08303EST1,B08303_30MINUS_TTW,B08303_30MINUS_TTW_PCT,B08303_30TO59_TTW,B08303_30TO59_TTW_PCT,B08303_60PLUS_TTW,B08303_60PLUS_TTW_PCT,B17019EST2,B17019_OWN,B17019_OWN_PCT,B17019_RENT,B17019_RENT_PCT,B17021EST1,B17021EST2,B17021EST2_PCT,B17021_FAM,B17021_FAM_PCT,B17021EST14,B17021EST14_PCT,B19013EST1,B19025EST1,B19113EST1,B19202EST1,B19001_LT15,B19001_LT15_PCT,B19001_15TO25,B19001_15TO25_PCT,B19001_25TO35,B19001_25TO35_PCT,B19001_35TO45,B19001_35TO45_PCT,B19001_45TO60,B19001_45TO60_PCT,B19001EST12,B19001EST12_PCT,B19001EST13,B19001EST13_PCT,B19001EST14,B19001EST14_PCT,B19001EST15,B19001EST15_PCT,B19001_GT150,B19001_GT150_PCT,B23001_CLF,B23001_UE,B23001_UE_PCT,B23001_16TO24,B23001_UE_16TO24,B23001_UE_16TO24_PCT,B23001_25TO64,B23001_UE_25TO64,B23001_UE_25TO64_PCT,B23001_ABOVE64,B23001_UE_ABOVE64,B23001_UE_ABOVE64_PCT,B25014_CROWD,B25014_CROWD_PCT,B25014_NONCROWD_O,B25014_NONCROWD_O_PCT,B25014_MODCROWD_O,B25014_MODCROWD_O_PCT,B25014_SEVCROWD_O,B25014_SEVCROWD_O_PCT,B25014_NONCROWD_R,B25014_NONCROWD_R_PCT,B25014_MODCROWD_R,B25014_MODCROWD_R_PCT,B25014_SEVCROWD_R,B25014_SEVCROWD_R_PCT,B25106_CB,B25106_CB_PCT,B25106_CB_LT35,B25106_CB_LT35_PCT,B25106_CB_GT35,B25106_CB_GT35_PCT,B25106_CB_O_LT35,B25106_CB_O_LT35_PCT,B25106_CB_O_GT35,B25106_CB_O_GT35_PCT,B25106_CB_R_LT35,B25106_CB_R_LT35_PCT,B25106_CB_R_GT35,B25106_CB_R_GT35_PCT,C24010EST1,C24010_MPRO,C24010_MPRO_PCT,C24010_SERVICE,C24010_SERVICE_PCT,C24010_SALES,C24010_SALES_PCT,C24010_FARM,C24010_FARM_PCT,C24010_CEMR,C24010_CEMR_PCT,C24010_PTM,C24010_PTM_PCT,B20004EST1,B20004EST2,B20004EST3,B20004EST4,B20004EST5,B20004EST6,B23006EST1,CIVIL,UNEMP,NILF,B23006EST6,B23006EST6_PCT,B23006EST7,B23006EST7_PCT,B23006EST8,B23006EST8_PCT,B23006EST13,B23006EST13_PCT,B23006EST14,B23006EST14_PCT,B23006EST15,B23006EST15_PCT,B23006EST20,B23006EST20_PCT,B23006EST21,B23006EST21_PCT,B23006EST22,B23006EST22_PCT,B23006EST27,B23006EST27_PCT,B23006EST28,B23006EST28_PCT,B23006EST29,B23006EST29_PCT,B24021EST2,B24021EST17,B24021EST25,B24021EST28,B24021EST29,B24021EST32,Shape__Area,Shape__Length
13725,48439111546,48,439,111546,Census Tract 1115.46,48439,,,97435.0,26.85,3629,2158,59.47,1276,35.16,195,5.37,0,0,0.0,0,0.0,7336,55,0.75,24,43.64,31,56.36,100654.0,237294900.0,101979.0,49712.0,31,1.37,29,1.28,144,6.35,72,3.17,176,7.76,278,12.26,387,17.06,490,21.6,367,16.18,294,12.96,4312,271,6.28,515,271,35.85,3806,0,0.0,802,0,0.0,41,1.81,1961,97.95,41,2.05,0,0.0,266,100.0,0,0.0,0,0.0,487,21.47,196,96.08,291,14.1,138,94.52,240,12.93,58,100.0,51,24.52,4041,1100,27.22,265,6.56,1031,25.51,83,2.05,445,11.01,585,14.48,54000.0,,42708.0,37351.0,57149.0,64448.0,3806,3357,0,449,83,2.47,0,0.0,0,0.0,742,22.1,0,0.0,144,32.07,1083,32.26,0,0.0,93,20.71,1449,43.16,0,0.0,212,47.22,62907.0,,,35152.0,71296.0,71921.0,6764176.32421875,14590.6730091545
13726,48439111532,48,439,111532,Census Tract 1115.32,48439,,,99690.0,29.2,3414,2004,58.7,1133,33.19,277,8.11,126,126,100.0,0,0.0,6908,582,8.43,506,86.94,76,13.06,86579.0,264412000.0,98704.0,60674.0,166,6.39,36,1.39,139,5.35,159,6.12,166,6.39,312,12.01,555,21.36,413,15.9,233,8.97,419,16.13,4024,97,2.41,610,12,2.52,3803,85,2.55,1034,0,0.0,48,1.85,2039,100.0,0,0.0,0,0.0,511,91.41,48,8.59,0,0.0,538,20.71,276,89.61,262,11.87,172,84.31,181,9.93,104,100.0,81,21.04,3927,1131,28.8,316,8.05,947,24.12,155,3.95,179,4.56,121,3.08,52543.0,45698.0,31158.0,50432.0,55132.0,71855.0,3803,3251,85,467,90,2.77,48,56.47,23,4.93,560,17.23,12,14.12,22,4.71,1220,37.53,0,0.0,102,21.84,1381,42.48,25,29.41,320,68.52,67594.0,,30893.0,35241.0,62455.0,67560.0,6832175.43359375,12570.3190069156
13727,48439121609,48,439,121609,Census Tract 1216.09,48439,,,69280.0,29.07,2383,1605,67.35,534,22.41,244,10.24,3,3,100.0,0,0.0,5219,89,1.71,68,76.4,21,23.6,121202.0,308816900.0,138487.0,41111.0,18,0.9,106,5.31,133,6.67,125,6.27,65,3.26,95,4.76,281,14.09,224,11.23,205,10.28,743,37.24,2794,148,5.3,360,107,29.16,2812,41,1.86,968,0,0.0,0,0.0,1729,100.0,0,0.0,0,0.0,266,100.0,0,0.0,0,0.0,561,28.12,257,100.0,304,17.49,153,100.0,268,17.01,104,100.0,36,22.22,2646,922,34.85,104,3.93,618,23.36,61,2.31,92,3.48,94,3.55,64390.0,33782.0,35764.0,76121.0,69879.0,81619.0,2812,2162,41,594,45,2.08,0,0.0,87,14.65,265,12.26,11,26.83,110,18.52,516,23.87,0,0.0,187,31.48,1336,61.79,30,73.17,210,35.35,104750.0,,,58315.0,34718.0,81094.0,9216827.0078125,18095.9428532925
13728,48439111408,48,439,111408,Census Tract 1114.08,48439,,,60960.0,28.31,2153,1255,58.29,718,33.35,180,8.36,63,0,0.0,63,100.0,4013,413,10.29,247,59.81,166,40.19,73047.0,156317900.0,112153.0,43047.0,81,5.41,71,4.74,160,10.68,80,5.34,198,13.22,184,12.28,169,11.28,92,6.14,120,8.01,343,22.9,2376,96,4.04,216,20,4.9,2096,61,3.32,594,15,11.45,27,1.8,847,98.37,14,1.63,0,0.0,624,97.96,13,2.04,0,0.0,447,29.84,254,81.41,193,16.27,20,25.64,120,15.33,234,100.0,73,18.11,2280,765,33.55,195,8.55,570,25.0,28,1.23,195,8.55,77,3.38,53098.0,31025.0,49773.0,47342.0,64042.0,79375.0,2096,1776,61,259,90,5.07,0,0.0,15,5.79,265,14.92,11,18.03,92,35.52,781,43.98,50,81.97,55,21.24,640,36.04,0,0.0,97,37.45,66922.0,62788.0,31250.0,35536.0,59643.0,63618.0,16860450.90625,23222.1258807024
13729,48439111411,48,439,111411,Census Tract 1114.11,48439,,,88005.0,28.68,3068,1647,53.68,1211,39.47,210,6.84,0,0,0.0,0,0.0,5554,38,0.68,0,0.0,38,100.0,100801.0,216216900.0,101834.0,,41,2.15,31,1.62,167,8.74,234,12.24,148,7.74,75,3.92,206,10.78,371,19.41,154,8.06,484,25.33,3394,111,3.27,405,26,5.31,3099,85,3.16,898,0,0.0,22,1.15,1339,98.38,0,0.0,22,1.62,550,100.0,0,0.0,0,0.0,475,24.86,129,53.97,346,20.69,47,33.33,201,16.48,82,83.67,145,32.08,3283,835,25.43,343,10.45,676,20.59,100,3.05,498,15.17,166,5.06,53274.0,27455.0,32336.0,36905.0,68344.0,104113.0,3099,2603,85,411,385,14.79,0,0.0,42,10.22,445,17.1,61,71.76,74,18.0,810,31.12,24,28.24,221,53.77,963,37.0,0,0.0,74,18.0,72558.0,,,66667.0,28977.0,,8801559.15625,15290.1870188262
13745,48439113210,48,439,113210,Census Tract 1132.10,48439,,,108375.0,29.03,3733,1663,44.55,1950,52.24,120,3.21,86,0,0.0,86,100.0,8417,383,4.55,362,94.52,21,5.48,108586.0,398384600.0,119738.0,33314.0,107,3.46,70,2.26,376,12.16,174,5.63,171,5.53,210,6.79,331,10.71,443,14.33,351,11.36,858,27.76,4510,186,4.12,374,48,14.72,4560,52,1.4,1464,86,18.3,21,0.68,2652,99.21,21,0.79,0,0.0,418,100.0,0,0.0,0,0.0,775,25.07,464,85.77,311,12.25,233,78.98,252,10.6,231,93.9,59,36.88,4324,1350,31.22,187,4.32,1225,28.33,87,2.01,388,8.97,149,3.45,55302.0,,46100.0,29682.0,80362.0,84572.0,4560,3662,52,846,154,4.21,52,100.0,0,0.0,679,18.54,0,0.0,190,22.46,1023,27.94,0,0.0,202,23.88,1806,49.32,0,0.0,454,53.66,100429.0,,,32016.0,37295.0,,8094541.08984375,14284.0954608522
13746,48439113912,48,439,113912,Census Tract 1139.12,48439,,,78345.0,33.89,2312,1141,49.35,945,40.87,226,9.78,12,0,0.0,12,100.0,6055,59,0.97,47,79.66,12,20.34,174091.0,393583400.0,180714.0,66538.0,12,0.57,23,1.1,45,2.15,71,3.39,92,4.39,133,6.35,75,3.58,220,10.5,250,11.93,1175,56.06,2915,127,4.36,252,65,22.03,3129,62,2.55,1052,0,0.0,0,0.0,1933,100.0,0,0.0,0,0.0,163,100.0,0,0.0,0,0.0,393,18.75,80,100.0,313,15.63,44,100.0,278,14.72,36,100.0,35,30.97,2788,1258,45.12,108,3.87,776,27.83,74,2.65,36,1.29,89,3.19,94750.0,,55446.0,78684.0,94750.0,138654.0,3129,2370,62,673,21,0.89,0,0.0,0,0.0,80,3.38,23,37.1,41,6.09,550,23.21,0,0.0,261,38.78,1719,72.53,39,62.9,371,55.13,108327.0,,,62216.0,,,12556914.8984375,17466.2587138804
13747,48439111104,48,439,111104,Census Tract 1111.04,48439,,,23605.0,23.65,998,685,68.64,243,24.35,70,7.01,93,41,44.09,52,55.91,2829,438,15.48,364,83.11,74,16.89,43883.0,48259300.0,48098.0,22054.0,126,14.0,109,12.11,71,7.89,186,20.67,88,9.78,92,10.22,97,10.78,54,6.0,52,5.78,25,2.78,1080,35,3.24,37,15,18.29,1445,20,2.11,355,0,0.0,29,3.22,703,96.04,29,3.96,0,0.0,168,100.0,0,0.0,0,0.0,271,30.11,165,60.22,106,18.86,106,54.92,74,14.31,59,72.84,32,71.11,1045,138,13.21,163,15.6,187,17.89,46,4.4,131,12.54,52,4.98,31782.0,21696.0,30912.0,31458.0,44583.0,38971.0,1445,926,20,499,260,28.08,0,0.0,103,20.64,320,34.56,7,35.0,146,29.26,233,25.16,13,65.0,99,19.84,113,12.2,0,0.0,151,30.26,51125.0,,,37340.0,52232.0,56250.0,3793422.08984375,12143.3448981045
13764,48439110401,48,439,110401,Census Tract 1104.01,48439,,,63660.0,26.75,2380,1427,59.96,808,33.95,145,6.09,59,52,88.14,7,11.86,4758,424,8.91,364,85.85,60,14.15,74792.0,149803800.0,73385.0,,25,1.47,80,4.69,81,4.75,133,7.81,252,14.79,285,16.73,223,13.09,255,14.96,186,10.92,184,10.8,2830,153,5.41,308,62,21.68,2913,91,3.71,782,0,0.0,52,3.05,1323,98.81,16,1.19,0,0.0,329,90.14,36,9.86,0,0.0,215,12.62,119,70.0,96,6.33,81,61.36,72,6.01,38,100.0,24,7.57,2677,337,12.59,400,14.94,635,23.72,8,0.3,325,12.14,277,10.35,36289.0,35954.0,31272.0,44119.0,,59875.0,2913,2362,91,460,349,14.78,5,5.49,110,23.91,929,39.33,37,40.66,123,26.74,766,32.43,49,53.85,132,28.7,318,13.46,0,0.0,95,20.65,63068.0,,,40304.0,51518.0,55096.0,9061634.84765625,20270.5636907782
13765,48439100601,48,439,100601,Census Tract 1006.01,48439,,,31650.0,28.03,1129,666,58.99,307,27.19,156,13.82,66,44,66.67,22,33.33,2314,352,15.21,274,77.84,78,22.16,67143.0,101688000.0,85071.0,46389.0,118,10.37,48,4.22,107,9.4,114,10.02,164,14.41,103,9.05,151,13.27,97,8.52,78,6.85,158,13.88,1265,10,0.79,87,0,0.0,1395,10,0.92,437,0,0.0,14,1.23,740,100.0,0,0.0,0,0.0,384,96.48,14,3.52,0,0.0,246,21.62,165,66.53,81,9.36,57,47.5,56,9.18,108,84.38,25,9.8,1255,299,23.82,104,8.29,225,17.93,18,1.43,131,10.44,94,7.49,45030.0,,32188.0,46477.0,47105.0,73906.0,1395,1081,10,304,68,6.29,0,0.0,53,17.43,228,21.09,10,100.0,93,30.59,307,28.4,0,0.0,56,18.42,478,44.22,0,0.0,102,33.55,62500.0,,,38385.0,70833.0,75268.0,47874163.2382813,48917.3423953561
13766,48439100602,48,439,100602,Census Tract 1006.02,48439,,,24565.0,19.65,1250,948,75.84,269,21.52,33,2.64,4,0,0.0,4,100.0,2539,221,8.7,44,19.91,177,80.09,41036.0,56703700.0,44500.0,23968.0,117,11.2,213,20.38,145,13.88,123,11.77,147,14.07,76,7.27,103,9.86,40,3.83,23,2.2,58,5.55,1208,27,2.24,316,5,1.81,2768,22,2.48,375,0,0.0,69,6.6,427,92.62,28,6.07,6,1.3,549,94.01,35,5.99,0,0.0,371,35.5,305,68.08,66,11.7,52,35.86,20,6.33,253,83.5,46,18.55,1181,165,13.97,163,13.8,174,14.73,24,2.03,194,16.43,255,21.59,21965.0,21815.0,18313.0,22946.0,45000.0,86932.0,2768,865,22,1857,86,9.94,6,27.27,459,24.72,389,44.97,16,72.73,701,37.75,265,30.64,0,0.0,582,31.34,125,14.45,0,0.0,115,6.19,57361.0,,,41250.0,45265.0,46780.0,22948357.2929688,25751.1547664283
13767,48439122200,48,439,122200,Census Tract 1222,48439,,,24235.0,21.7,1117,766,68.58,324,29.01,27,2.42,134,37,27.61,97,72.39,2179,621,28.5,514,82.77,107,17.23,29654.0,32861300.0,36042.0,26157.0,110,13.58,197,24.32,148,18.27,109,13.46,87,10.74,59,7.28,42,5.19,33,4.07,19,2.35,6,0.74,1160,8,0.69,151,8,3.32,1178,0,0.0,185,0,0.0,40,4.94,242,100.0,0,0.0,0,0.0,528,92.96,40,7.04,0,0.0,348,42.96,334,79.15,14,3.94,56,46.67,6,4.92,278,92.05,8,3.43,1152,163,14.15,143,12.41,186,16.15,59,5.12,199,17.27,98,8.51,24292.0,22472.0,24907.0,26210.0,,,1178,869,0,309,326,37.51,0,0.0,111,35.92,230,26.47,0,0.0,119,38.51,248,28.54,0,0.0,33,10.68,65,7.48,0,0.0,46,14.89,48264.0,,,24417.0,29271.0,,2080883.41015625,8026.89504437179
13768,48439122300,48,439,122300,Census Tract 1223,48439,,,27520.0,15.91,1730,1436,83.01,252,14.57,42,2.43,69,0,0.0,69,100.0,2566,1395,54.36,191,13.69,1204,86.31,21452.0,52918100.0,46645.0,16957.0,419,33.74,319,25.68,101,8.13,78,6.28,138,11.11,85,6.84,59,4.75,21,1.69,0,0.0,22,1.77,2456,278,11.32,1508,211,15.56,1440,67,6.18,247,0,0.0,81,6.52,123,100.0,0,0.0,0,0.0,1038,92.76,8,0.71,73,6.52,718,57.81,672,92.56,46,11.41,41,83.67,23,31.08,631,93.21,23,6.99,2178,515,23.65,311,14.28,698,32.05,116,5.33,94,4.32,96,4.41,15507.0,,,,15625.0,,1440,1017,67,356,41,4.03,0,0.0,15,4.21,49,4.82,13,19.4,83,23.31,432,42.48,10,14.93,28,7.87,495,48.67,44,65.67,230,64.61,51767.0,,10474.0,43636.0,24815.0,,3323363.9140625,8437.86127713279
13790,48439122500,48,439,122500,Census Tract 1225,48439,,,43430.0,25.85,1680,911,54.23,671,39.94,98,5.83,145,13,8.97,132,91.03,4176,822,19.68,628,76.4,194,23.6,51196.0,119160700.0,66818.0,48488.0,147,8.58,220,12.84,173,10.1,170,9.92,347,20.26,153,8.93,149,8.7,113,6.6,62,3.62,179,10.45,1982,104,5.25,174,68,27.76,2046,36,2.19,774,0,0.0,0,0.0,937,100.0,0,0.0,0,0.0,776,100.0,0,0.0,0,0.0,673,39.29,410,78.54,263,22.42,100,51.55,119,16.02,310,94.51,144,33.49,1878,410,21.83,223,11.87,566,30.14,76,4.05,152,8.09,84,4.47,40658.0,23074.0,,35250.0,62048.0,64792.0,2046,1610,36,400,91,5.65,0,0.0,155,38.75,322,20.0,9,25.0,75,18.75,620,38.51,27,75.0,112,28.0,577,35.84,0,0.0,58,14.5,58929.0,31932.0,,29157.0,80047.0,39500.0,3421821.0390625,7554.54662083635
13859,48439122600,48,439,122600,Census Tract 1226,48439,,,49245.0,27.39,1798,953,53.0,745,41.43,100,5.56,45,34,75.56,11,24.44,4273,298,6.97,281,94.3,17,5.7,69423.0,121031500.0,74557.0,43385.0,26,1.74,157,10.54,112,7.52,199,13.36,155,10.4,231,15.5,264,17.72,65,4.36,103,6.91,178,11.95,2290,264,11.53,154,189,46.1,2260,57,3.37,767,18,9.57,41,2.75,847,99.76,2,0.24,0,0.0,602,93.92,39,6.08,0,0.0,456,30.6,245,83.05,211,18.13,15,23.08,116,14.8,230,100.0,95,25.0,2026,498,24.58,253,12.49,321,15.84,66,3.26,177,8.74,123,6.07,38651.0,31483.0,28393.0,34701.0,53462.0,70781.0,2260,1635,57,568,97,5.93,6,10.53,75,13.2,354,21.65,11,19.3,240,42.25,613,37.49,40,70.18,197,34.68,571,34.92,0,0.0,56,9.86,53588.0,,31875.0,48214.0,53958.0,37286.0,3475290.04296875,7698.75849755555
13955,48439110906,48,439,110906,Census Tract 1109.06,48439,,,72530.0,29.64,2447,1627,66.49,480,19.62,340,13.89,26,15,57.69,11,42.31,4646,329,7.08,142,43.16,187,56.84,70285.0,132633400.0,72782.0,34961.0,132,7.39,55,3.08,141,7.89,104,5.82,320,17.92,375,21.0,217,12.15,191,10.69,148,8.29,103,5.77,2757,104,3.77,321,49,9.42,2486,55,2.67,852,0,0.0,23,1.29,1288,98.25,23,1.75,0,0.0,475,100.0,0,0.0,0,0.0,475,26.6,229,81.49,246,16.87,62,54.39,140,11.7,167,100.0,106,40.61,2653,393,14.81,301,11.35,796,30.0,57,2.15,555,20.92,152,5.73,39363.0,45469.0,37542.0,33019.0,48656.0,53056.0,2486,2002,55,429,243,12.14,39,70.91,168,39.16,503,25.12,0,0.0,91,21.21,821,41.01,0,0.0,101,23.54,435,21.73,16,29.09,69,16.08,66210.0,46350.0,,36250.0,46803.0,54205.0,26980148.7890625,26730.8203749284
13956,48439111567,48,439,111567,Census Tract 1115.67,48439,,,115505.0,32.57,3546,1637,46.16,1405,39.62,504,14.21,161,105,65.22,56,34.78,9257,725,7.83,707,97.52,18,2.48,88855.0,218573900.0,88657.0,75972.0,86,4.3,44,2.2,31,1.55,155,7.76,120,6.01,334,16.72,464,23.22,142,7.11,128,6.41,494,24.72,4202,341,8.12,615,25,4.39,4507,316,8.83,356,0,0.0,60,3.0,1837,98.98,19,1.02,0,0.0,101,71.13,0,0.0,41,28.87,546,27.33,95,76.61,451,24.55,49,62.82,451,25.9,46,100.0,0,0.0,3861,1270,32.89,248,6.42,1112,28.8,82,2.12,84,2.18,118,3.06,40507.0,,31039.0,37663.0,60032.0,,4507,3262,316,929,403,12.35,0,0.0,365,39.29,462,14.16,0,0.0,346,37.24,1287,39.45,193,61.08,113,12.16,1110,34.03,123,38.92,105,11.3,76060.0,,,34967.0,,,4909293.87890625,9860.58614178557
13957,48439105520,48,439,105520,Census Tract 1055.20,48439,,,15990.0,21.73,736,490,66.58,218,29.62,28,3.8,36,16,44.44,20,55.56,2217,161,7.26,161,100.0,0,0.0,172031.0,233905300.0,208494.0,,20,2.33,35,4.07,80,9.31,51,5.94,18,2.1,32,3.73,35,4.07,79,9.2,28,3.26,481,56.0,802,0,0.0,65,0,0.0,1257,0,0.0,512,0,0.0,0,0.0,824,100.0,0,0.0,0,0.0,35,100.0,0,0.0,0,0.0,245,28.52,135,100.0,110,15.51,115,100.0,110,15.51,20,100.0,0,0.0,802,494,61.6,0,0.0,156,19.45,13,1.62,0,0.0,0,0.0,,,,,,187031.0,1257,726,0,531,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,5.08,0,0.0,0,0.0,188,35.4,726,100.0,0,0.0,316,59.51,157857.0,,,,,,5969039.33984375,12435.1315348898
13984,48439105519,48,439,105519,Census Tract 1055.19,48439,,,42845.0,20.67,2073,1670,80.56,267,12.88,136,6.56,23,0,0.0,23,100.0,4402,192,4.36,56,29.17,136,70.83,64207.0,244458100.0,105495.0,51530.0,98,4.37,64,2.85,105,4.68,147,6.55,399,17.77,438,19.51,121,5.39,193,8.6,200,8.91,480,21.38,2401,46,1.92,87,0,0.0,2215,29,1.62,1247,17,7.23,52,2.32,760,100.0,0,0.0,0,0.0,1433,96.5,35,2.36,17,1.14,944,42.05,239,95.6,705,35.9,32,100.0,75,10.3,207,94.95,630,50.97,2355,1116,47.39,62,2.63,589,25.01,84,3.57,70,2.97,19,0.81,51781.0,250001.0,51250.0,38017.0,63319.0,74063.0,2215,1763,29,423,68,3.86,0,0.0,0,0.0,246,13.95,0,0.0,93,21.99,453,25.69,18,62.07,23,5.44,996,56.49,11,37.93,307,72.58,63617.0,43654.0,,35987.0,38250.0,,4047828.14453125,9446.956178211
13985,48439111003,48,439,111003,Census Tract 1110.03,48439,,,29745.0,24.3,1224,863,70.51,292,23.86,69,5.64,62,23,37.1,39,62.9,3007,379,12.6,350,92.35,29,7.65,67262.0,89488800.0,73026.0,34500.0,45,4.62,76,7.8,93,9.55,82,8.42,115,11.81,113,11.6,119,12.22,151,15.5,31,3.18,149,15.3,1396,75,5.37,196,12,4.32,1363,63,6.09,567,0,0.0,45,4.62,803,96.75,27,3.25,0,0.0,126,87.5,18,12.5,0,0.0,205,21.05,135,69.95,70,9.21,110,65.48,57,8.61,25,100.0,13,13.27,1321,327,24.75,106,8.02,258,19.53,25,1.89,123,9.31,86,6.51,39044.0,25481.0,32120.0,42391.0,60568.0,66000.0,1363,971,63,329,167,17.2,4,6.35,112,34.04,254,26.16,19,30.16,82,24.92,338,34.81,15,23.81,87,26.44,212,21.83,25,39.68,48,14.59,59732.0,120781.0,,38750.0,34667.0,12262.0,4738447.3046875,9414.28071832376
13986,48439104702,48,439,104702,Census Tract 1047.02,48439,,,32325.0,32.36,999,598,59.86,312,31.23,89,8.91,156,35,22.44,121,77.56,3239,972,30.01,887,91.26,85,8.74,34238.0,37516500.0,39127.0,16250.0,167,17.23,154,15.89,176,18.16,127,13.11,141,14.55,105,10.84,87,8.98,12,1.24,0,0.0,0,0.0,1158,73,6.3,193,35,17.16,1434,38,4.07,305,0,0.0,142,14.65,373,86.14,27,6.24,33,7.62,454,84.7,34,6.34,48,8.96,451,46.54,349,73.32,102,21.61,61,38.13,23,8.42,288,91.14,79,39.7,1085,71,6.54,146,13.46,137,12.63,11,1.01,331,30.51,90,8.29,26435.0,27341.0,23125.0,26538.0,85833.0,,1434,895,38,501,467,52.18,0,0.0,314,62.67,247,27.6,30,78.95,98,19.56,157,17.54,8,21.05,47,9.38,24,2.68,0,0.0,42,8.38,53625.0,,,27000.0,37083.0,36979.0,4858285.97265625,10483.4174460733
13987,48439111558,48,439,111558,Census Tract 1115.58,48439,,,71870.0,23.84,3015,1919,63.65,983,32.6,113,3.75,327,68,20.8,259,79.2,6670,1131,16.96,1014,89.66,117,10.34,58611.0,118589300.0,58476.0,50395.0,259,14.52,123,6.89,148,8.3,80,4.48,302,16.93,263,14.74,271,15.19,155,8.69,70,3.92,113,6.33,3332,278,8.34,568,74,18.78,3618,204,7.33,531,0,0.0,237,13.28,871,91.01,86,8.99,0,0.0,676,81.74,151,18.26,0,0.0,683,38.28,466,87.92,217,18.5,102,68.0,93,11.52,364,95.79,124,33.88,3054,434,14.21,329,10.77,667,21.84,48,1.57,495,16.21,327,10.71,30852.0,,28822.0,35688.0,50430.0,,3618,2578,204,836,255,9.89,0,0.0,312,37.32,1183,45.89,141,69.12,161,19.26,646,25.06,57,27.94,202,24.16,494,19.16,6,2.94,161,19.26,44531.0,,,36709.0,58942.0,60875.0,3310704.859375,7450.62827983028
13988,48439111525,48,439,111525,Census Tract 1115.25,48439,,,71075.0,22.37,3177,2120,66.73,911,28.67,146,4.6,55,17,30.91,38,69.09,6641,787,11.85,537,68.23,250,31.77,62292.0,133567800.0,74401.0,38958.0,144,7.29,228,11.54,206,10.43,225,11.39,174,8.81,257,13.01,373,18.88,121,6.12,147,7.44,101,5.11,3411,140,4.1,578,13,1.82,3327,127,4.99,833,0,0.0,209,10.58,888,83.62,80,7.53,94,8.85,879,96.17,35,3.83,0,0.0,568,28.74,337,71.4,231,16.92,117,51.32,71,8.51,220,90.16,160,30.13,3271,669,20.45,399,12.2,692,21.16,77,2.35,370,11.31,217,6.63,33259.0,28205.0,30443.0,36016.0,60526.0,40909.0,3327,2417,127,783,658,27.22,4,3.15,262,33.46,606,25.07,34,26.77,265,33.84,581,24.04,78,61.42,155,19.8,572,23.67,11,8.66,101,12.9,50238.0,,29792.0,39038.0,43804.0,37065.0,7651893.51171875,12489.7196425139
13989,48439111569,48,439,111569,Census Tract 1115.69,48439,,,65015.0,31.82,2043,1156,56.58,759,37.15,128,6.27,145,38,26.21,107,73.79,3924,618,15.75,479,77.51,139,22.49,41689.0,76868400.0,43775.0,23125.0,178,12.14,279,19.03,166,11.32,210,14.32,177,12.07,114,7.78,128,8.73,50,3.41,152,10.37,12,0.82,2168,59,2.72,260,26,12.26,2254,33,1.73,362,0,0.0,97,6.62,655,94.79,36,5.21,0,0.0,714,92.13,61,7.87,0,0.0,777,53.0,538,91.03,239,28.35,188,78.01,66,14.67,350,100.0,173,44.02,2109,495,23.47,343,16.26,371,17.59,0,0.0,69,3.27,0,0.0,24788.0,20534.0,26694.0,27992.0,44395.0,,2254,1880,33,341,348,18.51,0,0.0,145,42.52,589,31.33,31,93.94,19,5.57,639,33.99,2,6.06,135,39.59,304,16.17,0,0.0,42,12.32,43164.0,,19750.0,,21917.0,,3032090.24609375,7179.5026222849
13990,48439111570,48,439,111570,Census Tract 1115.70,48439,,,64020.0,24.7,2592,1647,63.54,772,29.78,173,6.67,217,22,10.14,195,89.86,5466,1006,18.4,932,92.64,74,7.36,54500.0,87213500.0,53286.0,54947.0,41,2.8,145,9.92,139,9.51,241,16.48,301,20.59,197,13.47,218,14.91,98,6.7,82,5.61,0,0.0,2891,111,3.84,513,78,9.62,2426,12,0.6,291,21,29.17,263,17.99,365,100.0,0,0.0,0,0.0,834,76.03,263,23.97,0,0.0,568,38.85,296,100.0,272,23.92,22,100.0,0,0.0,274,100.0,272,34.26,2780,293,10.54,157,5.65,921,33.13,118,4.24,75,2.7,104,3.74,31026.0,31907.0,30426.0,26802.0,42393.0,63047.0,2426,1996,12,418,443,22.19,0,0.0,91,21.77,559,28.01,0,0.0,143,34.21,533,26.7,12,100.0,184,44.02,461,23.1,0,0.0,0,0.0,53836.0,41413.0,23669.0,25029.0,48178.0,,4096488.65625,8974.85652177004
