OBJECTID,GEOID,STATE,COUNTY,TRACT,NAME,CNTY_FIPS,EACODE,EANAME,B08013EST1,B08013_AVG_TTW,B08303EST1,B08303_30MINUS_TTW,B08303_30MINUS_TTW_PCT,B08303_30TO59_TTW,B08303_30TO59_TTW_PCT,B08303_60PLUS_TTW,B08303_60PLUS_TTW_PCT,B17019EST2,B17019_OWN,B17019_OWN_PCT,B17019_RENT,B17019_RENT_PCT,B17021EST1,B17021EST2,B17021EST2_PCT,B17021_FAM,B17021_FAM_PCT,B17021EST14,B17021EST14_PCT,B19013EST1,B19025EST1,B19113EST1,B19202EST1,B19001_LT15,B19001_LT15_PCT,B19001_15TO25,B19001_15TO25_PCT,B19001_25TO35,B19001_25TO35_PCT,B19001_35TO45,B19001_35TO45_PCT,B19001_45TO60,B19001_45TO60_PCT,B19001EST12,B19001EST12_PCT,B19001EST13,B19001EST13_PCT,B19001EST14,B19001EST14_PCT,B19001EST15,B19001EST15_PCT,B19001_GT150,B19001_GT150_PCT,B23001_CLF,B23001_UE,B23001_UE_PCT,B23001_16TO24,B23001_UE_16TO24,B23001_UE_16TO24_PCT,B23001_25TO64,B23001_UE_25TO64,B23001_UE_25TO64_PCT,B23001_ABOVE64,B23001_UE_ABOVE64,B23001_UE_ABOVE64_PCT,B25014_CROWD,B25014_CROWD_PCT,B25014_NONCROWD_O,B25014_NONCROWD_O_PCT,B25014_MODCROWD_O,B25014_MODCROWD_O_PCT,B25014_SEVCROWD_O,B25014_SEVCROWD_O_PCT,B25014_NONCROWD_R,B25014_NONCROWD_R_PCT,B25014_MODCROWD_R,B25014_MODCROWD_R_PCT,B25014_SEVCROWD_R,B25014_SEVCROWD_R_PCT,B25106_CB,B25106_CB_PCT,B25106_CB_LT35,B25106_CB_LT35_PCT,B25106_CB_GT35,B25106_CB_GT35_PCT,B25106_CB_O_LT35,B25106_CB_O_LT35_PCT,B25106_CB_O_GT35,B25106_CB_O_GT35_PCT,B25106_CB_R_LT35,B25106_CB_R_LT35_PCT,B25106_CB_R_GT35,B25106_CB_R_GT35_PCT,C24010EST1,C24010_MPRO,C24010_MPRO_PCT,C24010_SERVICE,C24010_SERVICE_PCT,C24010_SALES,C24010_SALES_PCT,C24010_FARM,C24010_FARM_PCT,C24010_CEMR,C24010_CEMR_PCT,C24010_PTM,C24010_PTM_PCT,B20004EST1,B20004EST2,B20004EST3,B20004EST4,B20004EST5,B20004EST6,B23006EST1,CIVIL,UNEMP,NILF,B23006EST6,B23006EST6_PCT,B23006EST7,B23006EST7_PCT,B23006EST8,B23006EST8_PCT,B23006EST13,B23006EST13_PCT,B23006EST14,B23006EST14_PCT,B23006EST15,B23006EST15_PCT,B23006EST20,B23006EST20_PCT,B23006EST21,B23006EST21_PCT,B23006EST22,B23006EST22_PCT,B23006EST27,B23006EST27_PCT,B23006EST28,B23006EST28_PCT,B23006EST29,B23006EST29_PCT,B24021EST2,B24021EST17,B24021EST25,B24021EST28,B24021EST29,B24021EST32,Shape__Area,Shape__Length
10577,48439111304,48,439,111304,Census Tract 1113.04,48439,,,92550.0,28.35,3265,1669,51.12,1314,40.25,282,8.64,13,13,100.0,0,0.0,7560,141,1.87,89,63.12,52,36.88,92049.0,262156400.0,108092.0,40938.0,109,4.14,58,2.2,146,5.54,224,8.5,348,13.21,115,4.37,442,16.78,321,12.19,367,13.93,504,19.13,3998,218,5.45,578,176,31.54,3770,42,1.3,1246,0,0.0,51,1.94,1871,97.35,51,2.65,0,0.0,712,100.0,0,0.0,0,0.0,598,22.7,238,82.07,360,15.51,55,51.4,181,10.04,183,100.0,179,34.56,3780,1345,35.58,161,4.26,862,22.8,218,5.77,300,7.94,196,5.19,57684.0,,47300.0,59818.0,57250.0,91161.0,3770,3183,42,531,25,0.79,0,0.0,61,11.49,764,24.0,0,0.0,249,46.89,1087,34.15,42,100.0,127,23.92,1307,41.06,0,0.0,94,17.7,79105.0,,,44268.0,63080.0,56250.0,6423725.92578125,10844.8388354783
10578,48439106101,48,439,106101,Census Tract 1061.01,48439,,,19340.0,26.64,726,506,69.7,174,23.97,46,6.34,53,33,62.26,20,37.74,1858,368,19.81,336,91.3,32,8.7,45451.0,28795200.0,45083.0,45806.0,62,11.88,28,5.36,83,15.9,77,14.75,124,23.75,28,5.36,41,7.85,7,1.34,72,13.79,0,0.0,868,76,8.76,115,16,20.0,891,60,8.61,292,0,0.0,61,11.69,345,88.46,36,9.23,9,2.31,116,87.88,16,12.12,0,0.0,181,34.67,99,69.72,82,23.5,39,47.56,52,18.77,60,100.0,30,41.67,792,38,4.8,59,7.45,302,38.13,44,5.56,84,10.61,77,9.72,28750.0,32054.0,25081.0,30357.0,,,891,637,60,194,91,14.29,0,0.0,73,37.63,286,44.9,37,61.67,69,35.57,255,40.03,23,38.33,43,22.16,5,0.78,0,0.0,9,4.64,34167.0,31563.0,,33750.0,33088.0,,5142536.0390625,10131.6631717591
10579,48439106102,48,439,106102,Census Tract 1061.02,48439,,,46815.0,32.47,1442,829,57.49,398,27.6,215,14.91,190,29,15.26,161,84.74,4039,995,24.63,814,81.81,181,18.19,29611.0,55726500.0,34853.0,19654.0,309,20.72,237,15.9,269,18.04,163,10.93,237,15.9,155,10.4,63,4.23,48,3.22,10,0.67,0,0.0,1647,143,8.68,117,41,15.65,1755,96,7.77,712,6,4.03,217,14.55,250,79.11,43,13.61,23,7.28,1024,87.15,64,5.45,87,7.4,771,51.71,578,83.89,193,28.81,47,45.63,27,12.68,531,90.61,166,36.32,1504,27,1.8,178,11.84,357,23.74,23,1.53,486,32.31,144,9.57,29514.0,30513.0,28199.0,29500.0,35486.0,19087.0,1755,1140,96,519,482,42.28,6,6.25,169,32.56,293,25.7,90,93.75,190,36.61,289,25.35,0,0.0,160,30.83,76,6.67,0,0.0,0,0.0,28077.0,,,28517.0,35333.0,67870.0,4106360.66796875,9515.55619146591
10597,48439111505,48,439,111505,Census Tract 1115.05,48439,,,45830.0,23.06,1987,1367,68.8,550,27.68,70,3.52,208,54,25.96,154,74.04,4925,741,15.05,666,89.88,75,10.12,76346.0,144693800.0,90676.0,35000.0,267,14.87,104,5.79,172,9.58,31,1.73,93,5.18,217,12.08,351,19.54,234,13.03,129,7.18,198,11.02,2554,216,8.46,280,198,35.94,2425,0,0.0,687,18,13.74,28,1.56,1178,98.58,17,1.42,0,0.0,590,98.17,0,0.0,11,1.83,470,26.17,394,74.34,76,6.2,131,62.68,69,7.0,263,81.93,7,2.92,2338,659,28.19,219,9.37,698,29.85,163,6.97,146,6.24,141,6.03,42500.0,,26039.0,40920.0,65313.0,70781.0,2425,1872,0,553,97,5.18,0,0.0,36,6.51,435,23.24,0,0.0,216,39.06,467,24.95,0,0.0,44,7.96,873,46.63,0,0.0,257,46.47,56816.0,,,31506.0,57321.0,,3550538.921875,7948.74697100018
10599,48439106201,48,439,106201,Census Tract 1062.01,48439,,,41145.0,23.87,1724,1061,61.54,585,33.93,78,4.52,167,40,23.95,127,76.05,4051,864,21.33,768,88.89,96,11.11,42826.0,53538400.0,46352.0,17188.0,177,15.58,194,17.08,171,15.05,46,4.05,155,13.64,177,15.58,85,7.48,131,11.53,0,0.0,0,0.0,1840,106,5.76,322,19,3.08,1678,87,7.59,449,0,0.0,186,16.37,604,86.29,80,11.43,16,2.29,346,79.36,90,20.64,0,0.0,364,32.04,344,65.15,20,3.37,123,45.22,15,3.5,221,86.33,5,3.01,1734,47,2.71,162,9.34,434,25.03,24,1.38,206,11.88,188,10.84,27008.0,22564.0,27576.0,34671.0,,,1678,1059,87,532,330,31.16,87,100.0,136,25.56,410,38.72,0,0.0,341,64.1,273,25.78,0,0.0,55,10.34,46,4.34,0,0.0,0,0.0,47950.0,,,25613.0,45122.0,,2183222.48046875,7875.50547337393
10600,48439106202,48,439,106202,Census Tract 1062.02,48439,,,41595.0,25.41,1637,1091,66.65,516,31.52,30,1.83,306,15,4.9,291,95.1,4974,1428,28.71,1281,89.71,147,10.29,33957.0,74042500.0,36500.0,29760.0,349,20.58,195,11.5,357,21.05,199,11.73,93,5.48,184,10.85,224,13.21,61,3.6,0,0.0,34,2.0,1883,145,7.7,405,66,19.41,2341,79,5.64,797,0,0.0,72,4.25,712,100.0,0,0.0,0,0.0,912,92.68,29,2.95,43,4.37,741,43.69,614,68.76,127,16.28,110,54.73,106,20.74,504,72.83,21,7.81,1738,123,7.08,233,13.41,529,30.44,120,6.9,125,7.19,177,10.18,33250.0,,37369.0,34758.0,,,2341,1323,79,939,177,13.38,16,20.25,412,43.88,495,37.41,9,11.39,244,25.99,559,42.25,15,18.99,274,29.18,92,6.95,39,49.37,9,0.96,41075.0,,,35500.0,29044.0,,4404610.85546875,10695.5764543938
10601,48439106300,48,439,106300,Census Tract 1063,48439,,,42065.0,28.91,1455,945,64.95,358,24.6,152,10.45,232,110,47.41,122,52.59,4557,1447,31.75,1317,91.02,130,8.98,37845.0,55751600.0,44583.0,22450.0,187,15.35,203,16.67,188,15.44,202,16.58,120,9.85,111,9.11,114,9.36,76,6.24,0,0.0,17,1.4,1593,138,8.66,266,0,0.0,2084,138,12.05,893,0,0.0,221,18.14,511,74.6,158,23.07,16,2.34,486,91.18,23,4.32,24,4.5,450,36.95,368,65.48,82,12.81,86,35.25,9,2.04,282,88.68,73,36.68,1455,117,8.04,64,4.4,382,26.25,76,5.22,373,25.64,95,6.53,30243.0,2499.0,32026.0,38856.0,,,2084,1007,138,939,196,19.46,97,70.29,379,40.36,419,41.61,28,20.29,299,31.84,315,31.28,13,9.42,261,27.8,77,7.65,0,0.0,0,0.0,43807.0,,,30816.0,42625.0,,3651019.83203125,8459.58970958267
10602,48439106502,48,439,106502,Census Tract 1065.02,48439,,,26780.0,23.23,1153,782,67.82,332,28.79,39,3.38,98,52,53.06,46,46.94,2750,295,10.73,228,77.29,67,22.71,64318.0,86535000.0,48289.0,52900.0,170,15.02,28,2.47,147,12.99,108,9.54,87,7.69,156,13.78,178,15.72,91,8.04,54,4.77,113,9.98,1481,155,10.47,152,57,39.86,1525,98,7.87,421,0,0.0,15,1.33,796,98.15,15,1.85,0,0.0,321,100.0,0,0.0,0,0.0,342,30.21,255,74.34,87,11.05,110,55.56,21,3.43,145,100.0,66,37.93,1326,249,18.78,122,9.2,253,19.08,69,5.2,54,4.07,142,10.71,36506.0,40379.0,26000.0,41908.0,45750.0,91607.0,1525,1148,98,279,86,7.49,0,0.0,71,25.45,290,25.26,64,65.31,74,26.52,555,48.34,0,0.0,61,21.86,217,18.9,34,34.69,73,26.16,52800.0,,,35833.0,33306.0,34274.0,3495083.74609375,8518.44339407124
10603,48439106503,48,439,106503,Census Tract 1065.03,48439,,,48605.0,28.78,1689,666,39.43,903,53.46,120,7.1,105,32,30.48,73,69.52,4525,616,13.61,372,60.39,244,39.61,47120.0,104437800.0,50015.0,40364.0,173,8.76,237,12.0,278,14.08,213,10.78,379,19.19,383,19.39,128,6.48,60,3.04,40,2.03,84,4.25,2118,24,1.13,279,16,31.37,2673,8,0.4,494,0,0.0,64,3.24,1023,100.0,0,0.0,0,0.0,888,93.28,64,6.72,0,0.0,805,40.76,449,66.03,356,28.85,251,79.43,103,14.74,198,54.4,253,47.29,2094,357,17.05,173,8.26,618,29.51,210,10.03,217,10.36,147,7.02,34745.0,31132.0,24612.0,39044.0,56058.0,,2673,1989,8,676,132,6.64,0,0.0,64,9.47,654,32.88,0,0.0,284,42.01,754,37.91,0,0.0,250,36.98,449,22.57,8,100.0,78,11.54,56080.0,,,29338.0,66046.0,,3974547.94921875,8423.60377982867
10604,48439106507,48,439,106507,Census Tract 1065.07,48439,,,29120.0,28.58,1019,542,53.19,373,36.6,104,10.21,27,27,100.0,0,0.0,2496,250,10.02,142,56.8,108,43.2,57553.0,87670200.0,62688.0,33333.0,84,7.63,122,11.08,108,9.81,111,10.08,195,17.71,119,10.81,161,14.62,74,6.72,61,5.54,66,5.99,1294,125,9.66,73,19,9.45,1177,31,3.33,702,75,46.3,54,4.9,395,97.29,11,2.71,0,0.0,652,93.81,0,0.0,43,6.19,441,40.05,260,86.96,181,23.21,43,52.44,37,11.42,217,100.0,144,31.58,1169,250,21.39,89,7.61,232,19.85,57,4.88,85,7.27,96,8.21,26926.0,48320.0,26118.0,25503.0,32267.0,,1177,900,31,246,149,16.56,8,25.81,24,9.76,122,13.56,7,22.58,78,31.71,271,30.11,8,25.81,118,47.97,358,39.78,8,25.81,26,10.57,52963.0,33828.0,,78750.0,48504.0,,2900484.609375,7073.77805540953
10653,48439114112,48,439,114112,Census Tract 1141.12,48439,,,82730.0,30.27,2733,1093,39.99,1313,48.04,327,11.96,100,100,100.0,0,0.0,5733,359,6.26,359,100.0,0,0.0,133642.0,246933000.0,134855.0,58563.0,100,6.48,0,0.0,32,2.07,0,0.0,75,4.86,23,1.49,101,6.54,320,20.73,293,18.98,600,38.86,3037,54,1.78,995,0,0.0,2778,54,2.17,547,0,0.0,0,0.0,1504,100.0,0,0.0,0,0.0,40,100.0,0,0.0,0,0.0,288,18.65,100,75.76,188,13.31,100,75.76,188,13.7,0,0.0,0,0.0,2983,818,27.42,164,5.5,673,22.56,42,1.41,0,0.0,170,5.7,66986.0,31568.0,66746.0,34300.0,72228.0,250001.0,2778,2438,54,286,350,14.36,0,0.0,0,0.0,573,23.5,0,0.0,23,8.04,391,16.04,0,0.0,216,75.52,1124,46.1,54,100.0,47,16.43,81063.0,,,34610.0,,,13904002.1445313,15769.1689276689
10654,48439113007,48,439,113007,Census Tract 1130.07,48439,,,34695.0,24.43,1420,938,66.06,355,25.0,127,8.94,180,39,21.67,141,78.33,2975,630,21.18,433,68.73,197,31.27,40917.0,47287500.0,44060.0,24746.0,292,24.91,184,15.7,65,5.55,232,19.8,262,22.35,21,1.79,49,4.18,45,3.84,15,1.28,7,0.6,1567,59,3.77,140,34,7.66,1491,25,2.3,398,0,0.0,57,4.86,485,96.61,17,3.39,0,0.0,630,94.03,0,0.0,40,5.97,456,38.91,263,52.18,193,30.59,30,38.96,154,36.24,233,54.57,39,18.93,1508,63,4.18,223,14.79,478,31.7,44,2.92,190,12.6,125,8.29,24919.0,16371.0,23790.0,30992.0,,66875.0,1491,1064,25,402,176,16.54,0,0.0,48,11.94,412,38.72,25,100.0,98,24.38,330,31.02,0,0.0,178,44.28,146,13.72,0,0.0,78,19.4,54286.0,,,36250.0,22182.0,21659.0,5157472.640625,11366.5661360704
10655,48439111538,48,439,111538,Census Tract 1115.38,48439,,,108835.0,32.17,3383,1716,50.72,1115,32.96,552,16.32,0,0,0.0,0,0.0,5888,48,0.82,36,75.0,12,25.0,80820.0,155539600.0,82009.0,60487.0,12,0.63,0,0.0,129,6.76,240,12.57,204,10.69,212,11.11,482,25.25,427,22.37,88,4.61,115,6.02,3524,32,0.91,275,14,3.71,3370,18,0.61,530,0,0.0,126,6.6,814,90.44,26,2.89,60,6.67,969,96.04,40,3.96,0,0.0,581,30.43,141,100.0,440,24.89,12,100.0,147,16.55,129,100.0,293,33.3,3492,577,16.52,280,8.02,986,28.24,263,7.53,312,8.93,485,13.89,41896.0,19914.0,41495.0,43610.0,57100.0,57969.0,3370,2946,18,406,365,12.39,0,0.0,221,54.43,866,29.4,0,0.0,69,17.0,948,32.18,18,100.0,102,25.12,767,26.04,0,0.0,14,3.45,64940.0,,,42717.0,46558.0,61833.0,3517933.19140625,7841.391894407
10674,48439105516,48,439,105516,Census Tract 1055.16,48439,,,27575.0,27.11,1017,592,58.21,324,31.86,101,9.93,42,0,0.0,42,100.0,2533,216,8.53,137,63.43,79,36.57,71053.0,81505000.0,79375.0,37326.0,121,12.32,24,2.44,77,7.84,162,16.5,54,5.5,64,6.52,133,13.54,25,2.55,196,19.96,126,12.83,1225,70,5.71,55,0,0.0,1310,70,6.58,369,0,0.0,11,1.12,662,100.0,0,0.0,0,0.0,309,96.56,0,0.0,11,3.44,295,30.04,199,100.0,96,12.63,42,100.0,65,10.48,157,100.0,31,22.14,1155,203,17.58,106,9.18,361,31.26,32,2.77,51,4.42,0,0.0,41172.0,,42326.0,29334.0,,,1310,994,70,246,0,0.0,0,0.0,14,5.69,316,31.79,3,4.29,49,19.92,263,26.46,0,0.0,21,8.54,415,41.75,67,95.71,162,65.85,57561.0,,,41797.0,,,1293092.08203125,6388.37648282714
10675,48439111557,48,439,111557,Census Tract 1115.57,48439,,,21560.0,18.96,1137,871,76.61,255,22.43,11,0.97,30,0,0.0,30,100.0,2454,176,7.17,149,84.66,27,15.34,52667.0,43625200.0,53990.0,42035.0,27,3.43,52,6.6,124,15.74,152,19.29,109,13.83,147,18.65,139,17.64,14,1.78,10,1.27,14,1.78,1159,22,1.9,121,0,0.0,1150,22,2.52,190,0,0.0,64,8.12,469,94.37,28,5.63,0,0.0,255,87.63,36,12.37,0,0.0,321,40.74,193,100.0,128,21.88,92,100.0,48,11.85,101,100.0,80,44.44,1137,100,8.8,133,11.7,230,20.23,17,1.5,145,12.75,152,13.37,31172.0,26226.0,32625.0,45638.0,,,1150,852,22,276,283,33.22,22,100.0,93,33.7,223,26.17,0,0.0,127,46.01,212,24.88,0,0.0,41,14.86,134,15.73,0,0.0,15,5.43,54063.0,,,46023.0,24271.0,,1827634.13671875,5776.82608091647
10676,48439113943,48,439,113943,Census Tract 1139.43,48439,,,78720.0,33.48,2351,895,38.07,1154,49.09,302,12.85,73,73,100.0,0,0.0,5111,272,5.32,266,97.79,6,2.21,103077.0,189403100.0,101475.0,,0,0.0,0,0.0,19,1.24,11,0.72,174,11.36,144,9.4,323,21.08,266,17.36,190,12.4,405,26.44,2813,135,4.8,289,51,23.18,2948,67,2.63,204,17,37.78,0,0.0,1157,100.0,0,0.0,0,0.0,375,100.0,0,0.0,0,0.0,240,15.67,19,100.0,221,14.61,19,100.0,150,13.18,0,0.0,71,18.93,2678,984,36.74,108,4.03,727,27.15,60,2.24,159,5.94,337,12.58,53261.0,,41229.0,40718.0,73780.0,111250.0,2948,2481,67,400,18,0.73,0,0.0,59,14.75,356,14.35,46,68.66,26,6.5,915,36.88,0,0.0,87,21.75,1192,48.05,21,31.34,228,57.0,79016.0,,41250.0,49085.0,41354.0,41354.0,7961305.92578125,13605.5180177148
10677,48439113931,48,439,113931,Census Tract 1139.31,48439,,,157045.0,28.51,5508,2755,50.02,2174,39.47,579,10.51,68,68,100.0,0,0.0,11729,310,2.64,269,86.77,41,13.23,102405.0,394583500.0,107414.0,75383.0,83,2.32,41,1.15,185,5.18,124,3.47,262,7.33,248,6.94,717,20.07,674,18.87,564,15.79,674,18.87,6600,453,6.86,582,57,9.79,6737,396,6.94,728,0,0.0,18,0.5,2481,99.28,15,0.6,3,0.12,1073,100.0,0,0.0,0,0.0,923,25.84,247,79.94,676,21.19,187,75.1,462,20.53,60,100.0,214,22.77,6147,2395,38.96,364,5.92,1390,22.61,93,1.51,481,7.82,592,9.63,48668.0,45749.0,31952.0,46671.0,61274.0,73647.0,6737,5310,396,1014,305,5.74,22,5.56,58,5.72,1231,23.18,0,0.0,247,24.36,1513,28.49,364,91.92,450,44.38,2261,42.58,10,2.53,259,25.54,63844.0,37536.0,,47845.0,45455.0,45618.0,13495921.0078125,21838.9735338431
10678,48439114012,48,439,114012,Census Tract 1140.12,48439,,,146205.0,28.6,5112,2902,56.77,1938,37.91,272,5.32,18,18,100.0,0,0.0,9391,214,2.28,116,54.21,98,45.79,93902.0,311287500.0,107524.0,59472.0,50,1.73,0,0.0,194,6.7,85,2.94,287,9.91,432,14.92,463,15.99,307,10.6,546,18.85,532,18.37,5536,149,2.69,591,61,7.97,5187,88,1.87,223,0,0.0,64,2.21,2254,98.13,31,1.35,12,0.52,578,96.49,21,3.51,0,0.0,755,26.07,195,87.05,560,21.12,131,81.88,470,22.2,64,100.0,90,16.82,5387,1767,32.8,333,6.18,1141,21.18,209,3.88,388,7.2,398,7.39,54331.0,,37983.0,49551.0,63229.0,64864.0,5187,4622,88,460,236,5.11,0,0.0,30,6.52,988,21.38,0,0.0,189,41.09,1769,38.27,12,13.64,126,27.39,1629,35.24,76,86.36,115,25.0,59397.0,32458.0,,35288.0,62225.0,62273.0,10488082.28125,17786.2843753353
10679,48439113638,48,439,113638,Census Tract 1136.38,48439,,,20355.0,24.82,820,548,66.83,234,28.54,38,4.63,0,0,0.0,0,0.0,1758,165,9.39,0,0.0,165,100.0,70230.0,56431700.0,68375.0,70395.0,106,14.02,36,4.76,0,0.0,45,5.95,164,21.69,130,17.2,108,14.29,47,6.22,58,7.67,62,8.2,994,106,10.66,105,32,34.04,1139,74,9.08,194,0,0.0,38,5.03,274,100.0,0,0.0,0,0.0,444,92.12,0,0.0,38,7.88,270,35.71,126,100.0,144,23.45,21,100.0,27,11.39,105,100.0,117,31.03,888,237,26.69,51,5.74,248,27.93,68,7.66,26,2.93,36,4.05,45746.0,,25625.0,45601.0,48333.0,72625.0,1139,741,74,324,28,3.78,0,0.0,67,20.68,54,7.29,41,55.41,29,8.95,139,18.76,33,44.59,85,26.23,520,70.18,0,0.0,143,44.14,80085.0,,,41484.0,,,1441990.20703125,5365.87667386071
10688,48439113509,48,439,113509,Census Tract 1135.09,48439,,,66255.0,26.82,2470,1765,71.46,521,21.09,184,7.45,79,71,89.87,8,10.13,4784,432,9.03,236,54.63,196,45.37,57462.0,114617300.0,58487.0,55729.0,97,5.72,156,9.2,38,2.24,129,7.61,468,27.59,285,16.8,262,15.45,119,7.02,35,2.06,107,6.31,2734,127,4.65,188,44,9.78,2574,71,3.19,489,12,19.67,76,4.48,1069,99.26,8,0.74,0,0.0,551,89.01,68,10.99,0,0.0,490,28.89,235,85.77,255,18.27,131,77.06,61,6.85,104,100.0,194,38.34,2607,396,15.19,324,12.43,731,28.04,231,8.86,122,4.68,232,8.9,39300.0,16771.0,45361.0,29500.0,44732.0,,2574,2152,71,351,342,15.89,0,0.0,106,30.2,631,29.32,31,43.66,160,45.58,600,27.88,0,0.0,56,15.95,579,26.91,40,56.34,29,8.26,57578.0,,51685.0,40089.0,46875.0,69167.0,3562070.8984375,7506.09065544538
10712,48439113511,48,439,113511,Census Tract 1135.11,48439,,,41080.0,22.96,1789,1144,63.95,606,33.87,39,2.18,58,0,0.0,58,100.0,4016,210,5.23,158,75.24,52,24.76,58571.0,106231900.0,70500.0,34091.0,76,5.47,115,8.27,96,6.91,244,17.55,192,13.81,113,8.13,136,9.78,188,13.53,83,5.97,147,10.58,2078,115,5.53,217,15,4.73,2208,100,5.95,349,0,0.0,83,5.97,788,97.65,19,2.35,0,0.0,519,89.02,64,10.98,0,0.0,454,32.66,250,87.11,204,18.5,21,36.21,100,13.35,229,100.0,104,29.38,1963,382,19.46,214,10.9,469,23.89,75,3.82,202,10.29,223,11.36,39965.0,30324.0,34243.0,35795.0,48984.0,72222.0,2208,1581,100,527,190,12.02,9,9.0,124,23.53,432,27.32,29,29.0,197,37.38,528,33.4,18,18.0,154,29.22,431,27.26,44,44.0,52,9.87,58837.0,37143.0,,37813.0,41309.0,42778.0,5407168.89453125,13751.1852547614
10713,48439113512,48,439,113512,Census Tract 1135.12,48439,,,71615.0,26.94,2658,1653,62.19,869,32.69,136,5.12,15,0,0.0,15,100.0,5790,337,5.82,49,14.54,288,85.46,60335.0,172085400.0,70993.0,44023.0,162,6.44,95,3.78,290,11.53,212,8.43,486,19.32,292,11.61,400,15.9,469,18.64,43,1.71,67,2.66,3206,122,3.81,268,36,7.88,3093,75,2.88,1140,11,7.75,128,5.09,878,93.3,63,6.7,0,0.0,1510,95.87,12,0.76,53,3.37,918,36.49,451,91.48,467,23.72,81,80.2,83,10.36,370,94.39,384,32.88,3084,1046,33.92,289,9.37,817,26.49,63,2.04,114,3.7,160,5.19,41642.0,,34327.0,41824.0,41696.0,56111.0,3093,2532,75,468,31,1.22,0,0.0,47,10.04,399,15.76,0,0.0,213,45.51,1405,55.49,75,100.0,140,29.91,697,27.53,0,0.0,68,14.53,53216.0,54141.0,28036.0,37216.0,65531.0,65531.0,4565953.0859375,10146.8451392912
10714,48439113513,48,439,113513,Census Tract 1135.13,48439,,,67675.0,25.38,2666,1624,60.92,831,31.17,211,7.91,37,19,51.35,18,48.65,5145,261,5.07,181,69.35,80,30.65,59919.0,161905700.0,85043.0,43029.0,52,2.5,91,4.38,361,17.39,212,10.21,323,15.56,224,10.79,210,10.12,234,11.27,204,9.83,165,7.95,2980,67,2.25,436,20,6.41,3044,39,1.54,446,8,6.02,88,4.24,1096,94.97,19,1.65,39,3.38,892,96.75,15,1.63,15,1.63,649,31.26,457,90.67,192,12.29,64,57.66,138,13.23,393,100.0,54,10.4,2913,955,32.78,205,7.04,835,28.66,220,7.55,156,5.36,183,6.28,45179.0,19145.0,33359.0,49009.0,63516.0,61500.0,3044,2496,39,509,137,5.49,0,0.0,199,39.1,481,19.27,23,58.97,145,28.49,1050,42.07,16,41.03,103,20.24,828,33.17,0,0.0,62,12.18,69761.0,50441.0,,42353.0,60435.0,,3619249.4140625,9134.75921562247
10789,48439110905,48,439,110905,Census Tract 1109.05,48439,,,53235.0,24.54,2169,1528,70.45,512,23.61,129,5.95,30,9,30.0,21,70.0,4297,219,5.1,160,73.06,59,26.94,97181.0,184507600.0,110089.0,65000.0,47,2.88,77,4.72,33,2.02,89,5.46,91,5.58,209,12.81,300,18.39,400,24.52,128,7.85,257,15.76,2423,87,3.59,115,9,10.59,2363,78,3.66,725,0,0.0,85,5.21,1292,96.78,43,3.22,0,0.0,254,85.81,42,14.19,0,0.0,159,9.75,108,75.0,51,3.64,61,62.89,51,4.12,47,100.0,0,0.0,2336,672,28.77,134,5.74,545,23.33,74,3.17,267,11.43,172,7.36,50913.0,,42361.0,43810.0,53662.0,102206.0,2363,2054,78,231,0,0.0,0,0.0,16,6.93,526,25.61,0,0.0,24,10.39,689,33.54,36,46.15,144,62.34,839,40.85,42,53.85,47,20.35,54420.0,40712.0,41094.0,46083.0,60722.0,61233.0,10823885.78125,20566.2325230479
10790,48439121610,48,439,121610,Census Tract 1216.10,48439,,,34060.0,29.01,1174,702,59.8,382,32.54,90,7.67,65,17,26.15,48,73.85,2778,330,11.88,275,83.33,55,16.67,81667.0,93575900.0,95083.0,48403.0,60,6.42,66,7.07,74,7.92,63,6.75,81,8.67,96,10.28,198,21.2,66,7.07,76,8.14,154,16.49,1375,48,3.49,97,5,4.13,1461,26,2.33,475,17,12.23,25,2.68,690,99.71,2,0.29,0,0.0,219,90.5,16,6.61,7,2.89,248,26.55,155,89.08,93,12.81,29,60.42,28,4.44,126,100.0,65,68.42,1327,291,21.93,128,9.65,279,21.02,29,2.19,72,5.43,61,4.6,43854.0,38095.0,31875.0,26295.0,50000.0,73472.0,1461,1089,26,346,49,4.5,6,23.08,30,8.67,210,19.28,2,7.69,111,32.08,358,32.87,6,23.08,141,40.75,472,43.34,12,46.15,64,18.5,60750.0,,22303.0,33750.0,42938.0,43938.0,1831756.44140625,5914.85193204373
