OBJECTID,GEOID,STATE,COUNTY,TRACT,NAME,CNTY_FIPS,EACODE,EANAME,B25002EST1,B25002EST2,B25002EST2_PCT,B25002EST3,B25002EST3_PCT,B25009EST2,B25009EST2_PCT,B25009EST3,B25009EST3_PCT,B25009EST4,B25009EST4_PCT,B25009EST5,B25009EST5_PCT,B25009EST6,B25009EST6_PCT,B25009EST7,B25009EST7_PCT,B25009_OWNOCC_6PLUS,B25009_OWN_6PLUS_PCT,B25009EST10,B25009EST10_PCT,B25009EST11,B25009EST11_PCT,B25009EST12,B25009EST12_PCT,B25009EST13,B25009EST13_PCT,B25009EST14,B25009EST14_PCT,B25009EST15,B25009EST15_PCT,B25009_RENTOCC_6PLUS,B25009_RENT_6PLUS_PCT,B25009_TOT_1,B25009_TOT_1_PCT,B25009_TOT_2,B25009_TOT_2_PCT,B25009_TOT_3,B25009_TOT_3_PCT,B25009_TOT_4,B25009_TOT_4_PCT,B25009_TOT_5,B25009_TOT_5_PCT,B25009_TOT_6PLUS,B25009_TOT_6PLUS_PCT,B25037EST3,B25041EST2,B25041EST2_PCT,B25041EST3,B25041EST3_PCT,B25041EST4,B25041EST4_PCT,B25041_3PLUS_BDR,B25041_3PLUS_BDR_PCT,B25021EST1,B25021EST2,B25021EST3,B25024EST2,B25024EST2_PCT,B25024EST3,B25024EST3_PCT,B25024_2TO4,B25024_2TO4_PCT,B25024_5TO19,B25024_5TO19_PCT,B25024_20PLUS,B25024_20PLUS_PCT,B25024_OTHER,B25024_OTHER_PCT,B25032EST2,B25032EST3,B25032EST3_PCT,B25032EST4,B25032EST4_PCT,B25032_OWN_2TO4,B25032_OWN_2TO4_PCT,B25032_OWN_5TO19,B25032_OWN_5TO19_PCT,B25032_OWN_20PLUS,B25032_OWN_20PLUS_PCT,B25032_OWN_OTHER,B25032_OWN_OTHER_PCT,B25032EST13,B25032EST14,B25032EST14_PCT,B25032EST15,B25032EST15_PCT,B25032_RENT_2TO4,B25032_RENT_2TO4_PCT,B25032_RENT_5TO19,B25032_RENT_5TO19_PCT,B25032_RENT_20PLUS,B25032_RENT_20PLUS_PCT,B25032_RENT_OTHER,B25032_RENT_OTHER_PCT,B25036_OWN_2KPLUS,B25036_OWN_2KPLUS_PCT,B25036_OWN_80TO99,B25036_OWN_80TO99_PCT,B25036_OWN_50TO79,B25036_OWN_50TO79_PCT,B25036_OWN_49MINUS,B25036_OWN_49MINUS_PCT,B25036_RENT_2KPLUS,B25036_RENT_2KPLUS_PCT,B25036_RENT_80TO99,B25036_RENT_80TO99_PCT,B25036_RENT_50TO79,B25036_RENT_50TO79_PCT,B25036_RENT_49MINUS,B25036_RENT_49MINUS_PCT,B25036_RENT_80MINUS,B25036_RENT_80MINUS_PCT,B25036_TOT_2KPLUS,B25036_TOT_2KPLUS_PCT,B25036_TOT_80TO99,B25036_TOT_80TO99_PCT,B25036_TOT_50TO79,B25036_TOT_50TO79_PCT,B25036_TOT_49MINUS,B25036_TOT_49MINUS_PCT,B25068EST2,B25068EST2_PCT,B25068EST4,B25068EST4_PCT,B25068_0BDR_200TO499,B25068_0BDR_200TO499_PCT,B25068_0BDR_500TO999,B25068_0BDR_500TO999_PCT,B25068EST9,B25068EST9_PCT,B25068EST10,B25068EST10_PCT,B25068EST11,B25068EST11_PCT,B25068EST13,B25068EST13_PCT,B25068_1BDR_200TO499,B25068_1BDR_200TO499_PCT,B25068_1BDR_500TO999,B25068_1BDR_500TO999_PCT,B25068EST18,B25068EST18_PCT,B25068EST19,B25068EST19_PCT,B25068EST20,B25068EST20_PCT,B25068EST22,B25068EST22_PCT,B25068_2BDR_200TO499,B25068_2BDR_200TO499_PCT,B25068_2BDR_500TO999,B25068_2BDR_500TO999_PCT,B25068EST27,B25068EST27_PCT,B25068EST28,B25068EST28_PCT,B25068EST29,B25068EST29_PCT,B25068EST31,B25068EST31_PCT,B25068_3PLUSBDR_200TO499,B25068_3PLUSBDR_200TO499_PCT,B25068_3PLUSBDR_500TO999,B25068_3PLUSBDR_500TO999_PCT,B25068EST36,B25068EST36_PCT,B25068EST37,B25068EST37_PCT,B25056_500MINUS,B25056_500MINUS_PCT,B25056_500TO599,B25056_500TO599_PCT,B25056_600TO699,B25056_600TO699_PCT,B25056_700TO799,B25056_700TO799_PCT,B25056EST18,B25056EST18_PCT,B25056EST19,B25056EST19_PCT,B25056EST20,B25056EST20_PCT,B25056EST21,B25056EST21_PCT,B25056EST22,B25056EST22_PCT,B25056EST23,B25056EST23_PCT,B25056EST24,B25056EST24_PCT,B25058EST1,B25042EST3,B25042EST3_PCT,B25042EST4,B25042EST4_PCT,B25042EST5,B25042EST5_PCT,B25042_OWN_3PLUS_BDR,B25042_OWN_3PLUS_BDR_PCT,B25042EST10,B25042EST10_PCT,B25042EST11,B25042EST11_PCT,B25042EST12,B25042EST12_PCT,B25042_RENT_3PLUS_BDR,B25042_RENT_3PLUS_BDR_PCT,B25097EST1,B25097EST2,B25097EST3,B25123_TOT,B25123_TOT_1,B25123_TOT_2,B25123_TOT_3,B25123_TOT_4,B25123EST3,B25123EST3_PCT,B25123EST4,B25123EST4_PCT,B25123EST5,B25123EST5_PCT,B25123EST6,B25123EST6_PCT,B25123EST7,B25123EST7_PCT,B25123EST9,B25123EST9_PCT,B25123EST10,B25123EST10_PCT,B25123EST11,B25123EST11_PCT,B25123EST12,B25123EST12_PCT,B25123EST13,B25123EST13_PCT,Shape__Area,Shape__Length
12141,48439121614,48,439,121614,Census Tract 1216.14,48439,,,1233,1018,82.56,215,17.44,16,1.57,0,0.0,16,100.0,0,0.0,0,0.0,0,0.0,0,0.0,1002,98.43,332,33.13,211,21.06,60,5.99,239,23.85,160,15.97,0,0.0,332,32.61,227,22.3,60,5.89,239,23.48,160,15.72,0,0.0,1985.0,31,2.51,387,31.39,649,52.64,166,13.46,4.0,,4.0,0,0.0,144,11.68,507,41.12,358,29.03,224,18.17,0,0.0,16,0,0.0,0,0.0,0,0.0,16,100.0,0,0.0,0,0.0,1002,0,0.0,144,14.37,426,42.51,295,29.44,137,13.67,0,0.0,0,0.0,16,100.0,0,0.0,0,0.0,0,0.0,807,80.54,195,19.46,0,0.0,195,19.46,0,0.0,823,80.84,195,19.16,0,0.0,31,3.09,0,0.0,0,0.0,31,100.0,0,0.0,0,0.0,235,23.45,0,0.0,0,0.0,220,93.62,15,6.38,0,0.0,609,60.78,0,0.0,0,0.0,411,67.49,198,32.51,0,0.0,127,12.67,0,0.0,0,0.0,89,70.08,0,0.0,38,29.92,46,4.59,52,5.19,187,18.66,169,16.87,174,17.37,336,33.53,0,0.0,0,0.0,0,0.0,0,0.0,38,3.79,816.0,0,0.0,16,100.0,0,0.0,0,0.0,31,3.09,235,23.45,609,60.78,127,12.67,,,,522,496,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,16,100.0,496,49.5,0,0.0,0,0.0,0,0.0,506,50.5,1185138.98046875,5971.17874643643
12142,48439114105,48,439,114105,Census Tract 1141.05,48439,,,1362,1103,80.98,259,19.02,1091,98.91,91,8.34,563,51.6,68,6.23,285,26.12,42,3.85,42,3.85,12,1.09,0,0.0,0,0.0,0,0.0,0,0.0,12,100.0,0,0.0,91,8.25,563,51.04,68,6.17,285,25.84,54,4.9,42,3.81,,0,0.0,35,2.57,107,7.86,1220,89.57,10.0,10.0,,1229,90.23,0,0.0,0,0.0,0,0.0,0,0.0,133,9.77,1091,970,88.91,0,0.0,0,0.0,0,0.0,0,0.0,121,11.09,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,100.0,908,83.23,105,9.62,67,6.14,11,1.01,0,0.0,12,100.0,0,0.0,0,0.0,0,0.0,908,82.32,117,10.61,67,6.07,11,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,100.0,0,0.0,0,0.0,0,0.0,12,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,100.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,0.0,69,6.32,1022,93.68,0,0.0,0,0.0,0,0.0,12,100.0,469600.0,527700.0,323100.0,901,188,14,0,0,188,17.23,14,1.28,0,0.0,0,0.0,889,81.48,0,0.0,0,0.0,0,0.0,0,0.0,12,100.0,95315946.5625,42361.7858826646
12143,48439121615,48,439,121615,Census Tract 1216.15,48439,,,1722,1302,75.61,420,24.39,947,72.73,198,20.91,174,18.37,390,41.18,138,14.57,10,1.06,37,3.91,355,27.27,131,36.9,76,21.41,137,38.59,11,3.1,0,0.0,0,0.0,329,25.27,250,19.2,527,40.48,149,11.44,10,0.77,37,2.84,1980.0,230,13.36,494,28.69,176,10.22,822,47.74,5.7,5.9,4.3,948,55.05,94,5.46,234,13.59,70,4.07,376,21.84,0,0.0,947,915,96.62,11,1.16,11,1.16,0,0.0,10,1.06,0,0.0,355,33,9.3,83,23.38,194,54.65,34,9.58,11,3.1,0,0.0,10,1.06,56,5.91,881,93.03,0,0.0,0,0.0,186,52.39,169,47.61,0,0.0,169,47.61,10,0.77,242,18.59,1050,80.65,0,0.0,10,2.82,0,0.0,0,0.0,10,100.0,0,0.0,0,0.0,139,39.15,0,0.0,0,0.0,11,7.91,96,69.06,32,23.02,58,16.34,0,0.0,0,0.0,45,77.59,13,22.41,0,0.0,148,41.69,0,0.0,0,0.0,0,0.0,115,77.7,33,22.3,0,0.0,0,0.0,0,0.0,0,0.0,71,20.0,87,24.51,89,25.07,43,12.11,0,0.0,0,0.0,65,18.31,985.0,184,19.43,0,0.0,89,9.4,674,71.17,10,2.82,139,39.15,58,16.34,148,41.69,179100.0,171200.0,181700.0,791,511,0,0,0,351,37.06,0,0.0,0,0.0,0,0.0,596,62.94,160,45.07,0,0.0,0,0.0,0,0.0,195,54.93,3179799.296875,9119.48508900389
12144,48439122401,48,439,122401,Census Tract 1224.01,48439,,,855,760,88.89,95,11.11,74,9.74,9,12.16,65,87.84,0,0.0,0,0.0,0,0.0,0,0.0,686,90.26,293,42.71,107,15.6,197,28.72,89,12.97,0,0.0,0,0.0,302,39.74,172,22.63,197,25.92,89,11.71,0,0.0,0,0.0,1984.0,74,8.65,202,23.63,429,50.18,150,17.54,3.3,5.9,3.1,171,20.0,0,0.0,65,7.6,416,48.65,203,23.74,0,0.0,74,65,87.84,0,0.0,0,0.0,9,12.16,0,0.0,0,0.0,686,92,13.41,0,0.0,65,9.48,407,59.33,122,17.78,0,0.0,0,0.0,0,0.0,74,100.0,0,0.0,88,12.83,399,58.16,199,29.01,0,0.0,199,29.01,88,11.58,399,52.5,273,35.92,0,0.0,74,10.79,0,0.0,0,0.0,74,100.0,0,0.0,0,0.0,193,28.13,0,0.0,0,0.0,193,100.0,0,0.0,0,0.0,348,50.73,0,0.0,0,0.0,306,87.93,42,12.07,0,0.0,71,10.35,0,0.0,0,0.0,8,11.27,63,88.73,0,0.0,0,0.0,226,32.94,92,13.41,133,19.39,89,12.97,83,12.1,46,6.71,0,0.0,0,0.0,17,2.48,0,0.0,732.0,0,0.0,9,12.16,0,0.0,65,87.84,74,10.79,193,28.13,348,50.73,71,10.35,,,88100.0,408,352,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,74,100.0,352,51.31,0,0.0,0,0.0,0,0.0,334,48.69,1695092.875,5675.82292246198
12145,48439104802,48,439,104802,Census Tract 1048.02,48439,,,1513,1362,90.02,151,9.98,753,55.29,148,19.65,94,12.48,118,15.67,116,15.41,101,13.41,176,23.37,609,44.71,86,14.12,196,32.18,138,22.66,71,11.66,55,9.03,63,10.34,234,17.18,290,21.29,256,18.8,187,13.73,156,11.45,239,17.55,1958.0,54,3.57,133,8.79,424,28.02,902,59.62,5.0,5.4,4.4,1204,79.58,93,6.15,142,9.39,52,3.44,22,1.45,0,0.0,753,732,97.21,11,1.46,10,1.33,0,0.0,0,0.0,0,0.0,609,321,52.71,82,13.46,132,21.67,52,8.54,22,3.61,0,0.0,0,0.0,55,7.3,546,72.51,152,20.19,11,1.81,51,8.37,496,81.44,51,8.37,547,89.82,11,0.81,106,7.78,1042,76.51,203,14.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51,8.37,0,0.0,38,74.51,13,25.49,0,0.0,0,0.0,299,49.1,11,3.68,11,3.68,266,88.96,11,3.68,0,0.0,259,42.53,15,5.79,0,0.0,55,21.24,175,67.57,14,5.41,75,12.32,29,4.76,200,32.84,111,18.23,151,24.79,0,0.0,29,4.76,0,0.0,0,0.0,0,0.0,14,2.3,698.0,19,2.52,47,6.24,125,16.6,562,74.63,0,0.0,51,8.37,299,49.1,259,42.53,88600.0,85500.0,94400.0,716,580,66,0,0,219,29.08,33,4.38,0,0.0,0,0.0,501,66.53,361,59.28,33,5.42,0,0.0,0,0.0,215,35.3,3440393.265625,9467.14281317302
12146,48439100102,48,439,100102,Census Tract 1001.02,48439,,,1781,1717,96.41,64,3.59,780,45.43,181,23.21,376,48.21,59,7.56,132,16.92,7,0.9,25,3.21,937,54.57,259,27.64,260,27.75,124,13.23,85,9.07,185,19.74,24,2.56,440,25.63,636,37.04,183,10.66,217,12.64,192,11.18,49,2.85,1952.0,64,3.59,238,13.36,615,34.53,864,48.51,5.7,5.9,5.4,1384,77.71,97,5.45,33,1.85,84,4.72,177,9.94,6,0.34,780,762,97.69,0,0.0,0,0.0,0,0.0,12,1.54,6,0.77,937,579,61.79,97,10.35,33,3.52,84,8.96,144,15.37,0,0.0,6,0.77,31,3.97,246,31.54,497,63.72,249,26.57,13,1.39,228,24.33,447,47.71,675,72.04,255,14.85,44,2.56,474,27.61,944,54.98,64,6.83,6,9.38,0,0.0,22,34.38,36,3600.0,0,0.0,209,22.31,36,17.22,0,0.0,35,16.75,138,66.03,0,0.0,294,31.38,0,0.0,0,0.0,88,29.93,206,70.07,0,0.0,370,39.49,0,0.0,40,10.81,98,26.49,190,51.35,42,11.35,88,9.39,51,5.44,141,15.05,82,8.75,127,13.55,24,2.56,89,9.5,162,17.29,74,7.9,57,6.08,42,4.48,867.0,0,0.0,8,1.03,300,38.46,472,60.51,64,6.83,209,22.31,294,31.38,370,39.49,170600.0,202700.0,161900.0,1142,546,29,0,0,141,18.08,0,0.0,0,0.0,0,0.0,639,81.92,405,43.22,29,3.09,0,0.0,0,0.0,503,53.68,4031993.41015625,9234.08898585304
12148,48439121702,48,439,121702,Census Tract 1217.02,48439,,,1416,1284,90.68,132,9.32,88,6.85,47,53.41,6,6.82,5,5.68,30,34.09,0,0.0,0,0.0,1196,93.15,627,52.42,423,35.37,82,6.86,31,2.59,30,2.51,3,0.25,674,52.49,429,33.41,87,6.78,61,4.75,30,2.34,3,0.23,1991.0,34,2.4,658,46.47,570,40.25,154,10.88,3.8,5.3,3.6,201,14.19,39,2.75,80,5.65,517,36.51,579,40.89,0,0.0,88,80,90.91,0,0.0,8,9.09,0,0.0,0,0.0,0,0.0,1196,104,8.7,39,3.26,52,4.35,447,37.37,554,46.32,0,0.0,0,0.0,0,0.0,88,100.0,0,0.0,362,30.27,671,56.1,149,12.46,14,1.17,163,13.63,362,28.19,671,52.26,237,18.46,14,1.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,643,53.76,0,0.0,133,20.68,287,44.63,216,33.59,7,1.09,510,42.64,30,5.88,0,0.0,80,15.69,400,78.43,0,0.0,43,3.6,0,0.0,0,0.0,7,16.28,36,83.72,0,0.0,163,13.63,18,1.51,57,4.77,118,9.87,255,21.32,244,20.4,234,19.57,81,6.77,19,1.59,0,0.0,7,0.59,894.0,0,0.0,0,0.0,8,9.09,80,90.91,0,0.0,643,53.76,510,42.64,43,3.6,119600.0,223200.0,115800.0,752,524,8,0,0,0,0.0,0,0.0,0,0.0,0,0.0,88,100.0,524,43.81,8,0.67,0,0.0,0,0.0,664,55.52,9949355.5546875,13129.6812952914
12149,48439121703,48,439,121703,Census Tract 1217.03,48439,,,1882,1801,95.7,81,4.3,308,17.1,126,40.91,61,19.81,55,17.86,10,3.25,23,7.47,33,10.71,1493,82.9,384,25.72,359,24.05,325,21.77,232,15.54,116,7.77,77,5.16,510,28.32,420,23.32,380,21.1,242,13.44,139,7.72,110,6.11,1975.0,36,1.91,367,19.5,862,45.8,617,32.78,4.5,5.5,4.3,547,29.06,105,5.58,314,16.68,687,36.5,229,12.17,0,0.0,308,292,94.81,4,1.3,0,0.0,12,3.9,0,0.0,0,0.0,1493,234,15.67,101,6.76,305,20.43,624,41.8,229,15.34,0,0.0,107,34.74,72,23.38,85,27.6,44,14.29,18,1.21,556,37.24,824,55.19,95,6.36,919,61.55,125,6.94,628,34.87,909,50.47,139,7.72,36,2.41,0,0.0,0,0.0,36,100.0,0,0.0,0,0.0,307,20.56,0,0.0,0,0.0,216,70.36,91,29.64,0,0.0,837,56.06,0,0.0,0,0.0,519,62.01,318,37.99,0,0.0,313,20.96,0,0.0,0,0.0,47,15.02,227,72.52,39,12.46,17,1.14,34,2.28,245,16.41,306,20.5,355,23.78,263,17.62,183,12.26,25,1.67,26,1.74,0,0.0,39,2.61,835.0,0,0.0,9,2.92,16,5.19,283,91.88,36,2.41,307,20.56,837,56.06,313,20.96,206300.0,244800.0,119900.0,889,699,213,0,0,115,37.34,0,0.0,0,0.0,0,0.0,193,62.66,584,39.12,213,14.27,0,0.0,0,0.0,696,46.62,2671873.53125,8544.26751649249
12161,48439100202,48,439,100202,Census Tract 1002.02,48439,,,1475,1363,92.41,112,7.59,872,63.98,94,10.78,225,25.8,194,22.25,175,20.07,63,7.22,121,13.88,491,36.02,38,7.74,142,28.92,100,20.37,142,28.92,40,8.15,29,5.91,132,9.68,367,26.93,294,21.57,317,23.26,103,7.56,150,11.01,1960.0,70,4.75,82,5.56,517,35.05,806,54.64,5.2,5.5,4.7,1313,89.02,116,7.86,25,1.69,0,0.0,11,0.75,10,0.68,872,831,95.3,41,4.7,0,0.0,0,0.0,0,0.0,0,0.0,491,386,78.62,59,12.02,25,5.09,0,0.0,11,2.24,10,2.04,177,20.3,25,2.87,303,34.75,367,42.09,37,7.54,80,16.29,223,45.42,151,30.75,374,76.17,214,15.7,105,7.7,526,38.59,518,38.0,14,2.85,0,0.0,0,0.0,14,100.0,0,0.0,0,0.0,78,15.89,0,0.0,0,0.0,78,100.0,0,0.0,0,0.0,195,39.71,0,0.0,0,0.0,151,77.44,37,18.97,7,3.59,204,41.55,0,0.0,0,0.0,65,31.86,131,64.22,8,3.92,49,9.98,107,21.79,20,4.07,141,28.72,89,18.13,19,3.87,35,7.13,16,3.26,0,0.0,0,0.0,15,3.05,724.0,56,6.42,4,0.46,255,29.24,557,63.88,14,2.85,78,15.89,195,39.71,204,41.55,87900.0,108000.0,78600.0,781,547,35,0,0,344,39.45,0,0.0,0,0.0,0,0.0,528,60.55,203,41.34,35,7.13,0,0.0,0,0.0,253,51.53,8248990.35546875,15760.6821878385
12162,48439113003,48,439,113003,Census Tract 1130.03,48439,,,590,526,89.15,64,10.85,173,32.89,10,5.78,95,54.91,27,15.61,38,21.97,0,0.0,3,1.73,353,67.11,264,74.79,42,11.9,22,6.23,17,4.82,8,2.27,0,0.0,274,52.09,137,26.05,49,9.32,55,10.46,8,1.52,3,0.57,1989.0,87,14.75,158,26.78,136,23.05,209,35.42,4.3,8.0,3.6,209,35.42,7,1.19,20,3.39,201,34.07,153,25.93,0,0.0,173,159,91.91,7,4.05,0,0.0,0,0.0,7,4.05,0,0.0,353,27,7.65,0,0.0,20,5.67,181,51.27,125,35.41,0,0.0,97,56.07,19,10.98,57,32.95,0,0.0,54,15.3,198,56.09,101,28.61,0,0.0,101,28.61,151,28.71,217,41.25,158,30.04,0,0.0,66,18.7,0,0.0,0,0.0,20,30.3,46,4600.0,0,0.0,158,44.76,0,0.0,0,0.0,105,66.46,53,33.54,0,0.0,102,28.9,0,0.0,0,0.0,6,5.88,96,94.12,0,0.0,27,7.65,0,0.0,0,0.0,0,0.0,2,7.41,25,92.59,0,0.0,21,5.95,0,0.0,63,17.85,57,16.15,58,16.43,127,35.98,0,0.0,0,0.0,2,0.57,25,7.08,940.0,0,0.0,0,0.0,14,8.09,159,91.91,66,18.7,158,44.76,102,28.9,27,7.65,249500.0,251400.0,247100.0,382,144,0,0,0,10,5.78,0,0.0,0,0.0,0,0.0,163,94.22,134,37.96,0,0.0,0,0.0,0,0.0,219,62.04,12501119.390625,20370.4847757244
12163,48439122901,48,439,122901,Census Tract 1229.01,48439,,,973,973,100.0,0,0.0,655,67.32,134,20.46,128,19.54,45,6.87,184,28.09,63,9.62,101,15.42,318,32.68,31,9.75,19,5.97,0,0.0,61,19.18,86,27.04,121,38.05,165,16.96,147,15.11,45,4.62,245,25.18,149,15.31,222,22.82,1971.0,0,0.0,0,0.0,97,9.97,876,90.03,5.6,5.8,5.3,907,93.22,0,0.0,0,0.0,0,0.0,0,0.0,66,6.78,655,655,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,318,252,79.25,0,0.0,0,0.0,0,0.0,0,0.0,66,20.75,13,1.98,63,9.62,561,85.65,18,2.75,0,0.0,66,20.75,252,79.25,0,0.0,252,79.25,13,1.34,129,13.26,813,83.56,18,1.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,9.43,0,0.0,0,0.0,0,0.0,30,100.0,0,0.0,288,90.57,0,0.0,0,0.0,60,20.83,228,79.17,0,0.0,0,0.0,20,6.29,40,12.58,0,0.0,112,35.22,0,0.0,146,45.91,0,0.0,0,0.0,0,0.0,0,0.0,888.0,0,0.0,0,0.0,67,10.23,588,89.77,0,0.0,0,0.0,30,9.43,288,90.57,95800.0,96000.0,95700.0,560,313,100,0,0,181,27.63,0,0.0,0,0.0,0,0.0,474,72.37,132,41.51,100,31.45,0,0.0,0,0.0,86,27.04,1831627.953125,5742.06026525431
12164,48439122902,48,439,122902,Census Tract 1229.02,48439,,,943,943,100.0,0,0.0,398,42.21,41,10.3,122,30.65,82,20.6,98,24.62,43,10.8,12,3.02,545,57.79,173,31.74,129,23.67,111,20.37,55,10.09,43,7.89,34,6.24,214,22.69,251,26.62,193,20.47,153,16.22,86,9.12,46,4.88,1971.0,0,0.0,106,11.24,395,41.89,442,46.87,5.0,6.0,4.2,512,54.29,90,9.54,192,20.36,149,15.8,0,0.0,0,0.0,398,398,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,545,114,20.92,90,16.51,192,35.23,149,27.34,0,0.0,0,0.0,0,0.0,34,8.54,364,91.46,0,0.0,0,0.0,68,12.48,364,66.79,113,20.73,477,87.52,0,0.0,102,10.82,728,77.2,113,11.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,106,19.45,0,0.0,0,0.0,106,100.0,0,0.0,0,0.0,395,72.48,0,0.0,0,0.0,211,53.42,184,46.58,0,0.0,44,8.07,0,0.0,0,0.0,44,100.0,0,0.0,0,0.0,0,0.0,88,16.15,17,3.12,230,42.2,71,13.03,50,9.17,89,16.33,0,0.0,0,0.0,0,0.0,0,0.0,783.0,0,0.0,0,0.0,0,0.0,398,100.0,0,0.0,106,19.45,395,72.48,44,8.07,109100.0,110500.0,88700.0,520,351,72,0,0,121,30.4,0,0.0,0,0.0,0,0.0,277,69.6,230,42.2,72,13.21,0,0.0,0,0.0,243,44.59,1919283.078125,5838.75083588873
12165,48439100300,48,439,100300,Census Tract 1003,48439,,,1828,1747,95.57,81,4.43,921,52.72,145,15.74,173,18.78,136,14.77,77,8.36,352,38.22,38,4.13,826,47.28,157,19.01,56,6.78,303,36.68,136,16.46,120,14.53,54,6.54,302,17.29,229,13.11,439,25.13,213,12.19,472,27.02,92,5.27,1997.0,84,4.6,49,2.68,522,28.56,1173,64.17,5.2,5.8,4.6,1293,70.73,94,5.14,34,1.86,159,8.7,227,12.42,21,1.15,921,867,94.14,33,3.58,0,0.0,0,0.0,0,0.0,21,2.28,826,345,41.77,61,7.38,34,4.12,159,19.25,227,27.48,0,0.0,358,38.87,14,1.52,337,36.59,212,23.02,389,47.09,116,14.04,173,20.94,148,17.92,321,38.86,747,42.76,130,7.44,510,29.19,360,20.61,78,9.44,0,0.0,0,0.0,0,0.0,78,7800.0,0,0.0,17,2.06,0,0.0,0,0.0,17,100.0,0,0.0,0,0.0,363,43.95,0,0.0,0,0.0,211,58.13,143,39.39,9,2.48,368,44.55,23,6.25,0,0.0,113,30.71,197,53.53,35,9.51,109,13.2,54,6.54,75,9.08,50,6.05,91,11.02,282,34.14,114,13.8,7,0.85,0,0.0,0,0.0,44,5.33,904.0,6,0.65,13,1.41,136,14.77,766,83.17,78,9.44,17,2.06,363,43.95,368,44.55,110100.0,86700.0,132900.0,913,750,84,0,0,173,18.78,0,0.0,0,0.0,0,0.0,748,81.22,577,69.85,84,10.17,0,0.0,0,0.0,165,19.98,12655789.1523438,17681.0582568292
12185,48439102000,48,439,102000,Census Tract 1020,48439,,,2965,2542,85.73,423,14.27,418,16.44,135,32.3,250,59.81,17,4.07,7,1.67,9,2.15,0,0.0,2124,83.56,1488,70.06,576,27.12,46,2.17,14,0.66,0,0.0,0,0.0,1623,63.85,826,32.49,63,2.48,21,0.83,9,0.35,0,0.0,2012.0,475,16.02,1338,45.13,857,28.9,295,9.95,3.3,5.1,3.0,56,1.89,176,5.94,49,1.65,47,1.59,2637,88.94,0,0.0,418,9,2.15,148,35.41,18,4.31,0,0.0,243,58.13,0,0.0,2124,47,2.21,0,0.0,31,1.46,47,2.21,1999,94.11,0,0.0,252,60.29,7,1.67,7,1.67,152,36.36,1924,90.58,91,4.28,36,1.69,73,3.44,109,5.13,2176,85.6,98,3.86,43,1.69,225,8.85,411,19.35,0,0.0,0,0.0,0,0.0,392,26630.66,19,4.62,1104,51.98,0,0.0,0,0.0,45,4.08,1059,95.92,0,0.0,535,25.19,0,0.0,0,0.0,28,5.23,489,91.4,18,3.36,74,3.48,0,0.0,0,0.0,10,13.51,64,86.49,0,0.0,0,0.0,28,1.32,0,0.0,45,2.12,10,0.47,15,0.71,419,19.73,559,26.32,564,26.55,447,21.05,37,1.74,1485.0,18,4.31,27,6.46,204,48.8,169,40.43,411,19.35,1104,51.98,535,25.19,74,3.48,529800.0,527800.0,534900.0,1570,958,14,0,0,83,19.86,0,0.0,0,0.0,0,0.0,335,80.14,875,41.2,14,0.66,0,0.0,0,0.0,1235,58.15,7340999.6640625,12850.8026871849
