GEOID,median_home_value,median_home_value_owner,median_gross_rent_x,median_year_built,median_hh_income,monthly_owner_cost,median_gross_rent_y,avg_housing_cost,ht_cost_very_low_income,ht_cost_low_income,ht_cost_moderate_income,affordability_pctile_very_low,affordability_pctile_low,affordability_pctile_moderate,lmi_population,total_population,lmi_pct,hh_at_30pct_ami,hh_at_50pct_ami,hh_at_80pct_ami,cost_burdened_30pct_ami,cost_burdened_50pct_ami,cost_burdened_80pct_ami,affordable_units_30pct_ami,affordable_units_50pct_ami
48439111033,237700.0,236000.0,1494.0,2004.0,,,,,,,,,,,,,,40.0,115.0,265.0,30.0,85.0,220.0,10.0,10.0
48439111102,112800.0,116000.0,840.0,1974.0,44338.0,1070.0,1225.0,1109.254338,51.61145313,111.4889662,60.89623341,69.90180766,11.19175705,32.82375271,3005.0,5550.0,54.14,410.0,785.0,1165.0,395.0,695.0,820.0,40.0,159.0
48439111103,96500.0,118000.0,954.0,1965.0,37054.0,920.0,1020.0,957.5561545,50.19197485,110.6717284,60.00131921,79.95914945,8.062533693,36.18274933,2515.0,3455.0,72.79,205.0,360.0,625.0,205.0,270.0,385.0,0.0,0.0
48439111104,117700.0,118100.0,788.0,1969.0,40250.0,1093.0,994.0,1074.941368,51.79239888,107.5248805,59.73082629,66.0611654,7.552660152,41.53224756,1165.0,2520.0,46.23,195.0,445.0,605.0,135.0,195.0,250.0,10.0,55.0
48439111202,104900.0,128200.0,925.0,1960.0,36929.0,1027.0,938.0,1006.914568,51.04217489,109.3606471,59.93512266,71.24681481,12.94103704,40.27120988,3400.0,6035.0,56.34,495.0,845.0,1275.0,465.0,635.0,675.0,175.0,270.0
48439111203,200200.0,188700.0,1539.0,2002.0,70712.0,1292.0,1358.0,1310.791893,53.11323121,119.0759039,63.91266,38.06465645,6.36559565,19.70879881,1545.0,4330.0,35.68,205.0,385.0,655.0,205.0,375.0,505.0,30.0,40.0
48439111204,209400.0,221900.0,1519.0,1980.0,69056.0,1754.0,1088.0,1669.276549,54.75071416,117.8516543,64.27492489,43.33418142,2.663274336,17.21056416,1575.0,5490.0,28.69,120.0,240.0,555.0,100.0,185.0,330.0,0.0,30.0
48439111301,,,,,85425.0,1603.0,964.0,1490.235294,55.13490808,122.6987621,65.81658728,32.55536976,4.118722007,14.32158853,2385.0,8815.0,27.06,,,,,,,,
48439111304,243700.0,249800.0,1784.0,1992.0,89657.0,1776.0,1723.0,1762.827035,53.10800978,113.3614598,62.14383477,32.76002907,1.990406977,12.0377907,695.0,6645.0,10.46,110.0,255.0,685.0,70.0,180.0,380.0,0.0,10.0
48439111306,192600.0,229000.0,1192.0,2004.0,67417.0,1602.0,1142.0,1506.087419,53.77317963,116.0892799,63.28422432,45.74467415,6.251151802,22.56958063,1485.0,4540.0,32.71,295.0,565.0,765.0,115.0,335.0,420.0,20.0,55.0
48439111307,169100.0,164800.0,1044.0,2003.0,50397.0,1421.0,1066.0,1164.737942,47.5844681,108.1433214,57.7985549,68.5960343,9.190996785,25.16430868,1245.0,2890.0,43.08,65.0,370.0,630.0,60.0,350.0,435.0,0.0,105.0
48439111308,180100.0,204000.0,897.0,1997.0,51688.0,1556.0,900.0,1240.480974,50.27226392,108.111172,59.14349728,55.33059361,11.79908676,32.7739726,590.0,1510.0,39.07,180.0,235.0,350.0,140.0,185.0,214.0,55.0,80.0
48439111309,132100.0,137300.0,800.0,1980.0,55720.0,1147.0,972.0,1082.538262,50.70824313,110.9304785,60.3092696,54.60246433,4.469520104,27.9542153,1825.0,3670.0,49.73,115.0,350.0,670.0,110.0,295.0,400.0,45.0,160.0
48439111310,,,,,84934.0,1618.0,1724.0,1637.194063,54.19709726,118.6788487,64.37353605,28.75985158,1.82471243,9.265640074,1685.0,6460.0,26.08,,,,,,,,
48439111311,283100.0,288700.0,1617.0,2010.0,117056.0,1928.0,1564.0,1909.375062,55.90970124,117.212281,64.55066037,13.82146051,0.546845504,5.007103825,370.0,5795.0,6.38,55.0,150.0,340.0,55.0,135.0,285.0,0.0,15.0
48439111312,367200.0,366700.0,,,143697.0,2567.0,1601.0,2521.368295,57.5109487,123.1259955,67.09577629,16.84931946,3.053963171,6.233546837,395.0,3350.0,11.79,10.0,45.0,145.0,10.0,45.0,105.0,0.0,0.0
48439111313,,,,,111044.0,2118.0,1326.0,1988.556158,54.63837837,120.6660161,65.04118421,23.45719081,1.075445391,9.103756778,340.0,4310.0,7.89,,,,,,,,
48439111314,309900.0,315600.0,2130.0,2004.0,108944.0,2094.0,1683.0,2065.746509,56.94776533,124.345179,67.17951637,14.95685643,1.181525242,3.21783029,300.0,3710.0,8.09,75.0,75.0,260.0,40.0,40.0,220.0,0.0,0.0
48439111315,227800.0,239500.0,2140.0,2006.0,,,,,,,,,,,,,,55.0,205.0,440.0,15.0,155.0,320.0,0.0,0.0
48439111316,235200.0,239300.0,,2004.0,,,,,,,,,,,,,,80.0,285.0,470.0,80.0,285.0,420.0,0.0,0.0
48439111317,331800.0,350200.0,644.0,1973.0,,,,,,,,,,,,,,95.0,230.0,330.0,80.0,175.0,230.0,0.0,85.0
48439111318,224500.0,292500.0,637.0,1987.0,,,,,,,,,,,,,,245.0,410.0,795.0,185.0,270.0,375.0,20.0,95.0
48439111319,353900.0,351000.0,1347.0,2012.0,,,,,,,,,,,,,,150.0,175.0,475.0,150.0,160.0,385.0,0.0,0.0
48439111320,347700.0,347900.0,,,,,,,,,,,,,,,,70.0,80.0,180.0,0.0,10.0,65.0,0.0,0.0
48439111402,234500.0,177100.0,1377.0,1986.0,65742.0,1332.0,1379.0,1343.017875,53.47605897,116.6531335,63.45929184,47.27878788,1.418181818,19.84555669,1360.0,6250.0,21.76,115.0,175.0,625.0,80.0,125.0,300.0,25.0,25.0
48439111404,,,,,57313.0,1850.0,874.0,1323.730812,50.31854679,111.722106,60.23509777,54.07893956,8.912347052,22.40622914,3245.0,7910.0,41.02,,,,,,,,
48439111405,118000.0,170500.0,657.0,1980.0,51250.0,1067.0,810.0,984.7829978,52.30382762,112.9316971,61.65403694,63.73191648,9.192841163,28.23143177,1025.0,2155.0,47.56,195.0,340.0,485.0,180.0,250.0,258.0,70.0,124.0
48439111406,291500.0,297200.0,1532.0,2006.0,101429.0,1939.0,1598.0,1856.034556,54.71024993,119.3485287,64.70192552,25.4858016,2.3977433,5.358251058,300.0,3045.0,9.85,25.0,45.0,160.0,25.0,29.0,119.0,0.0,0.0
48439111407,270400.0,277900.0,,,96417.0,1918.0,1375.0,1873.01462,55.16172328,115.1710588,63.66244126,25.45679012,8.006237817,14.78167641,460.0,3200.0,14.38,95.0,160.0,245.0,100.0,145.0,170.0,0.0,65.0
48439111408,287100.0,293400.0,1049.0,1998.0,76330.0,2050.0,956.0,1624.648773,52.28298097,116.2965502,62.59043527,40.60485685,5.917177914,18.9809816,495.0,2160.0,22.92,115.0,340.0,510.0,115.0,275.0,355.0,20.0,54.0
48439111409,281100.0,293900.0,2170.0,2009.0,122891.0,1826.0,1663.0,1818.929439,56.67948104,119.3037634,65.71981332,15.11791016,1.272874494,4.341469057,755.0,4860.0,15.53,50.0,85.0,160.0,25.0,65.0,120.0,0.0,0.0
48439111410,314600.0,330700.0,851.0,1988.0,,,,,,,,,,,,,,135.0,340.0,1000.0,135.0,340.0,625.0,0.0,30.0
48439111411,267100.0,284500.0,871.0,1984.0,,,,,,,,,,,,,,55.0,260.0,535.0,15.0,150.0,310.0,0.0,55.0
48439111505,205000.0,209100.0,794.0,1973.0,54265.0,1230.0,777.0,1056.010381,49.96518961,105.242088,58.3210382,55.2260669,10.01245675,31.88673587,1385.0,4210.0,32.9,285.0,470.0,765.0,280.0,390.0,450.0,30.0,185.0
48439111506,234100.0,244900.0,869.0,1979.0,45797.0,1484.0,803.0,1112.924991,49.49331991,105.255248,58.04363097,60.41682895,6.699170573,34.68398846,2420.0,6115.0,39.57,465.0,840.0,1395.0,425.0,720.0,905.0,4.0,224.0
48439111513,173700.0,179400.0,1586.0,1986.0,78452.0,1329.0,1386.0,1343.85782,53.60625351,114.7892333,62.96674897,40.6835703,1.187993681,16.67480253,895.0,4055.0,22.07,15.0,155.0,450.0,10.0,125.0,180.0,0.0,0.0
48439111514,158300.0,156300.0,1323.0,1987.0,72729.0,1260.0,1154.0,1237.379904,53.72245534,111.6451908,62.23105059,36.24854864,2.919425837,11.255311,1775.0,6570.0,27.02,60.0,235.0,620.0,60.0,220.0,395.0,0.0,19.0
48439111516,161300.0,163500.0,1140.0,1990.0,58015.0,1244.0,1112.0,1194.021636,51.04177554,105.0536738,59.00744236,51.74668974,9.051665945,22.41709217,1900.0,5975.0,31.8,125.0,340.0,935.0,110.0,310.0,680.0,0.0,85.0
48439111521,,,,,48507.0,1088.0,991.0,1040.879147,49.34536849,103.3806857,57.58896352,68.89892048,6.34849921,28.40118483,5430.0,8135.0,66.75,,,,,,,,
48439111522,129800.0,136200.0,979.0,1972.0,52983.0,1131.0,1310.0,1179.584602,51.67322816,108.7710906,60.39289448,55.06243294,4.303088299,24.43270987,3545.0,7225.0,49.07,115.0,485.0,890.0,115.0,455.0,470.0,25.0,110.0
48439111523,,,,,46897.0,1134.0,1018.0,1058.717747,48.92925455,108.867184,58.89848993,70.37461253,11.79410609,31.67252783,5305.0,8440.0,62.86,,,,,,,,
48439111524,,,,,49289.0,1130.0,1047.0,1084.24878,50.13349614,104.0620107,58.30034006,62.57934959,5.105365854,29.61890244,4155.0,7570.0,54.89,,,,,,,,
48439111525,122100.0,137800.0,1083.0,1986.0,46015.0,1155.0,989.0,1069.499753,49.97371066,104.6239145,58.26625651,64.42469136,12.68345679,36.37387654,2970.0,5560.0,53.42,245.0,660.0,1025.0,140.0,435.0,535.0,10.0,150.0
48439111526,153800.0,130400.0,929.0,1977.0,52536.0,1130.0,1037.0,1092.832555,50.02752341,104.1821003,58.23039219,66.79097627,5.620536756,29.19393232,1915.0,3825.0,50.07,285.0,525.0,775.0,200.0,320.0,365.0,15.0,85.0
48439111529,207900.0,219400.0,1906.0,1993.0,74654.0,1462.0,1607.0,1500.042189,51.88763676,110.1572532,60.69181787,34.4486047,1.649571523,8.418523401,740.0,4090.0,18.09,130.0,205.0,370.0,115.0,160.0,245.0,0.0,4.0
48439111530,258800.0,246600.0,1319.0,1990.0,83482.0,1726.0,1122.0,1588.626378,52.79612289,108.8452249,60.83763623,33.79580781,2.759330339,13.79812168,730.0,6190.0,11.79,115.0,215.0,415.0,75.0,180.0,255.0,0.0,40.0
48439111531,188800.0,206900.0,1053.0,1983.0,77321.0,1397.0,1317.0,1386.929412,54.0319906,113.2143939,62.72177546,34.23294118,3.809882353,13.78323529,1120.0,4190.0,26.73,185.0,255.0,485.0,150.0,200.0,325.0,25.0,45.0
48439111532,196200.0,197400.0,1329.0,1987.0,77824.0,1368.0,1235.0,1336.121255,52.06677779,109.0127242,60.40867473,33.13457878,1.811773,7.218787452,2175.0,7645.0,28.45,195.0,245.0,705.0,160.0,185.0,360.0,10.0,20.0
48439111533,230700.0,222000.0,1149.0,1983.0,74844.0,1564.0,960.0,1422.534269,52.86183977,109.0812548,60.91059511,41.51858248,5.56848354,14.39255262,1010.0,4970.0,20.32,90.0,230.0,435.0,79.0,149.0,283.0,4.0,48.0
48439111534,180300.0,173200.0,1323.0,1987.0,77806.0,1462.0,1303.0,1432.046639,53.10615934,112.6072103,62.04028222,30.28593202,3.395701875,8.012620027,895.0,6135.0,14.59,225.0,335.0,695.0,120.0,180.0,370.0,75.0,90.0
48439111536,182400.0,187000.0,959.0,1988.0,47727.0,1374.0,803.0,1053.84692,49.94606169,105.737125,58.38884847,60.17433575,11.11304348,34.42518116,1855.0,3705.0,50.07,155.0,380.0,815.0,110.0,335.0,580.0,0.0,75.0
48439111537,,,,,60057.0,1526.0,983.0,1240.798131,49.68300594,108.2200327,59.027302,51.60598131,4.405607477,23.76476636,2800.0,7320.0,38.25,,,,,,,,
48439111538,174700.0,176600.0,1326.0,2004.0,70076.0,1453.0,1306.0,1377.865153,49.76911418,107.1455111,58.70432861,35.97534754,4.446339203,11.61969416,1530.0,5545.0,27.59,10.0,140.0,515.0,10.0,140.0,440.0,0.0,0.0
48439111539,,,,,89081.0,1749.0,1536.0,1711.446484,53.68997166,113.0202941,62.41079146,26.69906477,2.147558019,7.555351576,1655.0,8405.0,19.69,,,,,,,,
48439111540,164200.0,166500.0,1118.0,1992.0,55589.0,1287.0,949.0,1144.778169,51.13865878,109.697077,60.40996847,59.78843897,9.300704225,18.50127641,2130.0,6220.0,34.24,145.0,385.0,800.0,60.0,285.0,400.0,55.0,75.0
48439111541,147100.0,148500.0,1258.0,1985.0,62500.0,1146.0,1399.0,1195.278358,52.6842345,109.6092698,61.14735716,50.19333333,7.910447761,14.72313433,1490.0,4180.0,35.65,135.0,205.0,475.0,85.0,130.0,330.0,0.0,0.0
48439111542,194000.0,192400.0,1361.0,1990.0,92935.0,1458.0,1647.0,1491.253676,53.82383594,115.05202,63.18137711,33.00567227,0.466386555,7.664180672,1565.0,6005.0,26.06,65.0,190.0,445.0,65.0,155.0,260.0,0.0,20.0
48439111543,172400.0,174800.0,1016.0,1989.0,40973.0,1289.0,1094.0,1184.859269,49.95872037,107.6387708,59.02226403,67.15657796,9.030581867,37.89657194,3605.0,6780.0,53.17,365.0,815.0,1150.0,355.0,765.0,955.0,100.0,184.0
48439111544,167300.0,164300.0,1424.0,1991.0,75896.0,1366.0,1428.0,1375.548749,53.70969582,112.436721,62.38757916,35.32214553,5.204831752,10.83891286,1935.0,7205.0,26.86,280.0,430.0,865.0,175.0,325.0,640.0,0.0,0.0
48439111545,456300.0,504500.0,979.0,1983.0,121417.0,2889.0,895.0,2360.069922,53.8659076,114.9153329,63.06902561,31.32149464,1.986237514,8.856048835,425.0,2410.0,17.63,90.0,110.0,165.0,85.0,99.0,114.0,15.0,15.0
48439111546,218500.0,226200.0,1264.0,1981.0,93822.0,1490.0,1469.0,1487.557276,54.25484564,112.273879,62.52595173,27.1809229,1.384520124,6.54838567,1005.0,6705.0,14.99,45.0,165.0,465.0,45.0,155.0,345.0,0.0,15.0
48439111547,,,,,62680.0,1407.0,1485.0,1422.37775,54.05744217,118.2775335,64.16722178,47.50908583,1.03079824,12.67068929,5555.0,14590.0,38.07,,,,,,,,
48439111548,,,,,93600.0,1783.0,1524.0,1764.322115,56.69628275,122.2496524,66.6902458,17.20212704,2.989160839,5.110402098,950.0,5950.0,15.97,,,,,,,,
48439111549,,,,,106894.0,2203.0,1393.0,2009.634837,54.20279013,119.160866,64.21420726,15.52150148,2.765887389,4.712644057,400.0,4640.0,8.62,,,,,,,,
48439111550,,,,,80862.0,1544.0,1750.0,1566.722626,55.15897792,113.3582094,63.22075523,30.40572146,2.757492602,9.460586494,3795.0,14065.0,26.98,,,,,,,,
48439111551,291800.0,293200.0,1475.0,2005.0,100815.0,1926.0,1052.0,1752.706897,52.54324873,109.7820891,60.64775087,35.17876437,3.19862069,13.58797414,795.0,6915.0,11.5,20.0,160.0,335.0,0.0,125.0,285.0,0.0,0.0
48439111552,183600.0,174800.0,1302.0,1975.0,71607.0,1425.0,1152.0,1378.086957,53.06604997,106.2850035,60.37349352,46.30743041,6.602070393,23.49979296,1225.0,3385.0,36.19,100.0,220.0,450.0,100.0,185.0,265.0,0.0,4.0
48439111553,193000.0,208200.0,987.0,1988.0,50275.0,1274.0,1020.0,1089.571429,48.64731347,103.4463875,57.30427236,65.58065242,10.5295838,25.72322835,1270.0,3125.0,40.64,310.0,535.0,885.0,235.0,390.0,555.0,30.0,70.0
48439111554,215100.0,202000.0,1483.0,1982.0,,,,,,,,,,,,,,90.0,125.0,290.0,70.0,110.0,190.0,0.0,0.0
48439111555,236900.0,244900.0,,1999.0,,,,,,,,,,,,,,95.0,255.0,315.0,75.0,165.0,185.0,0.0,4.0
48439111556,132700.0,131400.0,1019.0,1986.0,,,,,,,,,,,,,,240.0,490.0,990.0,240.0,395.0,600.0,65.0,105.0
48439111557,143300.0,147000.0,1075.0,1974.0,,,,,,,,,,,,,,35.0,200.0,500.0,25.0,190.0,275.0,10.0,10.0
48439111558,143700.0,150900.0,1070.0,1982.0,,,,,,,,,,,,,,360.0,560.0,925.0,330.0,480.0,595.0,15.0,120.0
48439111559,,,1143.0,1991.0,,,,,,,,,,,,,,115.0,215.0,385.0,80.0,180.0,320.0,0.0,40.0
48439111560,144900.0,136800.0,1414.0,2000.0,,,,,,,,,,,,,,255.0,415.0,785.0,255.0,320.0,420.0,0.0,0.0
48439111561,185900.0,176400.0,1414.0,,,,,,,,,,,,,,,25.0,260.0,430.0,25.0,260.0,260.0,0.0,0.0
48439111562,204000.0,209700.0,1651.0,2003.0,,,,,,,,,,,,,,45.0,190.0,270.0,45.0,170.0,185.0,0.0,45.0
48439111563,240100.0,239200.0,,2003.0,,,,,,,,,,,,,,0.0,55.0,105.0,0.0,35.0,35.0,0.0,20.0
48439111564,262900.0,265000.0,1545.0,18.0,,,,,,,,,,,,,,0.0,30.0,230.0,0.0,30.0,140.0,0.0,0.0
48439111565,341200.0,347500.0,1474.0,2007.0,,,,,,,,,,,,,,0.0,30.0,200.0,0.0,30.0,120.0,0.0,15.0
48439111566,343300.0,344600.0,1767.0,18.0,,,,,,,,,,,,,,0.0,135.0,195.0,0.0,135.0,135.0,0.0,0.0
48439111567,220400.0,208200.0,1364.0,2004.0,,,,,,,,,,,,,,130.0,130.0,705.0,65.0,65.0,485.0,0.0,15.0
48439111568,198600.0,203300.0,1730.0,2004.0,,,,,,,,,,,,,,35.0,135.0,450.0,35.0,115.0,330.0,0.0,0.0
48439111569,136100.0,143500.0,1155.0,1990.0,,,,,,,,,,,,,,330.0,610.0,935.0,300.0,505.0,700.0,30.0,50.0
48439111570,114600.0,118000.0,991.0,1995.0,,,,,,,,,,,,,,185.0,500.0,780.0,155.0,470.0,565.0,10.0,215.0
48439111571,192500.0,193000.0,999.0,1994.0,,,,,,,,,,,,,,120.0,330.0,670.0,120.0,305.0,395.0,0.0,0.0
48439111572,189900.0,198600.0,1267.0,2007.0,,,,,,,,,,,,,,10.0,25.0,95.0,0.0,0.0,70.0,10.0,10.0
48439113001,,,,,67898.0,1693.0,934.0,1403.451613,51.26055068,104.4988649,58.79647783,47.3541842,4.200280505,14.60624123,630.0,3515.0,17.92,,,,,,,,
48439113002,,,,,36357.0,1268.0,870.0,976.6604857,47.4170208,103.1308117,56.37406632,72.65951435,14.21986755,36.86136865,3365.0,5910.0,56.94,,,,,,,,
48439113003,249500.0,251400.0,940.0,1989.0,,,,,,,,,,,,,,45.0,65.0,205.0,20.0,40.0,130.0,25.0,25.0
48439113004,259100.0,289300.0,892.0,1983.0,,,,,,,,,,,,,,15.0,70.0,95.0,15.0,55.0,65.0,0.0,10.0
48439113005,155700.0,160900.0,849.0,1985.0,,,,,,,,,,,,,,190.0,405.0,515.0,190.0,365.0,385.0,0.0,74.0
48439113006,179900.0,187500.0,1017.0,1987.0,,,,,,,,,,,,,,110.0,150.0,350.0,110.0,150.0,320.0,0.0,145.0
48439113007,116900.0,120900.0,741.0,1982.0,,,,,,,,,,,,,,385.0,570.0,895.0,145.0,290.0,440.0,165.0,230.0
48439113102,243100.0,245100.0,924.0,1984.0,43199.0,1532.0,823.0,1090.119613,50.15043302,110.8488322,60.07082259,66.27199354,9.1537046,39.96014528,1850.0,5070.0,36.49,210.0,435.0,885.0,160.0,385.0,525.0,0.0,50.0
48439113104,262400.0,329100.0,887.0,1987.0,41667.0,2345.0,844.0,1090.291868,49.23743719,107.6249887,58.848552,68.76402065,8.924685382,29.26761859,1685.0,3130.0,53.83,235.0,630.0,1345.0,199.0,589.0,884.0,35.0,120.0
48439113107,225300.0,226800.0,737.0,1984.0,87636.0,1543.0,,,53.85330671,103.5165969,59.88942274,34.37593729,3.69406953,10.18916155,380.0,2370.0,16.03,85.0,245.0,305.0,85.0,220.0,255.0,0.0,60.0
48439113108,267900.0,266200.0,1296.0,1982.0,104688.0,1838.0,,,55.20204635,114.7464878,63.68011209,25.61915264,4.551131747,8.949332559,465.0,4375.0,10.63,90.0,190.0,265.0,80.0,155.0,179.0,0.0,0.0
48439113109,236400.0,259800.0,963.0,1986.0,53838.0,1630.0,905.0,1140.977482,48.74761916,103.8925983,57.49108468,58.88915046,7.225793245,22.80854657,1640.0,3830.0,42.82,195.0,470.0,875.0,180.0,440.0,695.0,10.0,40.0
48439113110,117000.0,98400.0,934.0,1985.0,49245.0,922.0,852.0,877.4697452,47.53346519,94.6815793,54.10577969,63.11669321,8.043312102,24.3683121,2820.0,4830.0,58.39,110.0,390.0,1220.0,100.0,365.0,670.0,10.0,25.0
48439113111,,,,,30421.0,2721.0,760.0,861.1772983,48.40541075,97.79854096,55.30392074,87.4032833,14.89643527,50.79662289,2940.0,4310.0,68.21,,,,,,,,
48439113112,281900.0,319500.0,1417.0,18.0,41856.0,1916.0,674.0,1190.486198,50.60904418,109.4420477,60.03070501,58.32502226,15.80694568,34.28138914,1585.0,3050.0,51.97,55.0,140.0,320.0,50.0,90.0,190.0,0.0,40.0
48439113113,,,,,58333.0,,1079.0,,43.03237606,94.12197355,51.36786397,53.44121642,4.436846767,12.27072631,1470.0,4020.0,36.57,,,,,,,,
48439113114,,,,,43220.0,2534.0,924.0,1202.757794,49.95962726,116.5607547,61.84413053,65.81464428,7.865323741,25.81275779,1515.0,3725.0,40.67,,,,,,,,
48439113115,86700.0,89900.0,824.0,1986.0,40152.0,1000.0,795.0,870.0990099,46.47681139,89.76485062,51.88699693,74.27982398,8.431947195,36.63392739,1460.0,3085.0,47.33,210.0,445.0,950.0,165.0,350.0,560.0,30.0,190.0
48439113116,261400.0,286500.0,876.0,1986.0,38661.0,2187.0,837.0,1050.576609,48.27947752,103.4832556,57.20637625,68.85515261,6.105893019,37.76038078,2390.0,4110.0,58.15,275.0,615.0,1235.0,180.0,415.0,685.0,20.0,195.0
48439113117,277500.0,286300.0,847.0,1985.0,,,,,,,,,,,,,,290.0,410.0,825.0,245.0,355.0,525.0,0.0,75.0
48439113118,,,880.0,1989.0,,,,,,,,,,,,,,315.0,545.0,855.0,315.0,545.0,650.0,0.0,220.0
48439113119,474500.0,500000.0,1125.0,1993.0,,,,,,,,,,,,,,110.0,355.0,815.0,110.0,320.0,575.0,0.0,85.0
48439113120,366500.0,398500.0,,,,,,,,,,,,,,,,10.0,55.0,85.0,10.0,55.0,85.0,0.0,0.0
48439113121,,,914.0,1997.0,,,,,,,,,,,,,,45.0,75.0,225.0,10.0,40.0,100.0,0.0,0.0
48439113122,,,1252.0,1999.0,,,,,,,,,,,,,,60.0,140.0,380.0,54.0,134.0,319.0,4.0,4.0
48439113206,157600.0,186400.0,775.0,1975.0,56505.0,1281.0,886.0,1083.121285,50.18411128,110.112525,60.03331342,56.41051454,3.987727709,22.09894535,2560.0,5560.0,46.04,650.0,900.0,1245.0,580.0,710.0,835.0,70.0,285.0
48439113207,232200.0,226000.0,1159.0,1984.0,93553.0,1610.0,1355.0,1567.336538,53.46387217,114.1040455,62.6026732,28.18615385,3.91025641,8.840769231,690.0,4290.0,16.08,75.0,200.0,370.0,40.0,145.0,240.0,0.0,25.0
48439113210,269300.0,271900.0,1211.0,1992.0,81365.0,1579.0,1389.0,1544.251561,53.49391895,113.6239369,62.52982111,33.75764475,3.508777084,12.61193537,1080.0,6685.0,16.16,105.0,465.0,915.0,105.0,385.0,600.0,0.0,55.0
48439113212,265500.0,268700.0,916.0,1983.0,62756.0,1623.0,939.0,1398.144828,51.11197693,106.4075726,59.17983147,48.54931034,3.062068966,18.76505747,730.0,4265.0,17.12,175.0,370.0,515.0,165.0,350.0,425.0,0.0,35.0
48439113213,155800.0,149300.0,1099.0,1971.0,55500.0,1240.0,1053.0,1186.489231,51.12264859,102.6216699,58.19724372,56.80517949,6.658461538,22.77753846,1065.0,2995.0,35.56,120.0,245.0,605.0,125.0,190.0,365.0,0.0,10.0
48439113214,188400.0,203900.0,992.0,1989.0,71866.0,1240.0,1109.0,1197.461499,50.82337662,109.335878,60.0038519,39.73522459,2.712462006,8.556788247,1470.0,4565.0,32.2,100.0,375.0,715.0,75.0,320.0,530.0,30.0,44.0
48439113215,214600.0,221100.0,1089.0,1982.0,62486.0,1540.0,1126.0,1423.373988,51.84346381,111.8833611,61.21660101,46.27933081,1.067674042,10.46071236,1300.0,4865.0,26.72,65.0,250.0,475.0,55.0,205.0,340.0,0.0,0.0
48439113216,203200.0,221900.0,991.0,1984.0,46164.0,1430.0,947.0,1155.748475,49.50805257,105.243318,58.04712735,64.10317535,5.011731581,31.08113562,1720.0,4735.0,36.33,120.0,530.0,715.0,120.0,445.0,560.0,0.0,95.0
